device,context,time,gpu util (%),memory util (%),total memory (MB),free memory (MB),used memory (MB),memory reserved by torch (MB),cupy memory (MB)
0,,2023-06-01 11:09:15,0.48,0.28,49140,41660,7480,2118,0
0,,2023-06-01 11:09:16,0.05,0.01,49140,41660,7480,2118,0
0,,2023-06-01 11:09:17,0.31,0.14,49140,41660,7480,2118,0
0,,2023-06-01 11:09:18,0.53,0.33,49140,41402,7738,2376,0
0,,2023-06-01 11:09:19,0.01,0.01,49140,41402,7738,2376,0
0,,2023-06-01 11:09:20,0.37,0.18,49140,41784,7356,1994,0
0,,2023-06-01 11:09:21,0.68,0.44,49140,41398,7742,2380,0
0,,2023-06-01 11:09:22,0.28,0.13,49140,41402,7738,2376,0
0,,2023-06-01 11:09:23,0.28,0.13,49140,41788,7352,1990,0
0,,2023-06-01 11:09:24,0.02,0.01,49140,41402,7738,2376,0
0,,2023-06-01 11:09:25,0.40,0.18,49140,41788,7352,1990,0
0,,2023-06-01 11:09:26,0.29,0.13,49140,41788,7352,1990,0
0,,2023-06-01 11:09:27,0.03,0.00,49140,41402,7738,2376,0
0,,2023-06-01 11:09:28,0.42,0.20,49140,41788,7352,1990,0
0,,2023-06-01 11:09:29,0.69,0.41,49140,41784,7356,1994,0
0,,2023-06-01 11:09:30,0.04,0.00,49140,41788,7352,1990,0
0,,2023-06-01 11:09:31,0.29,0.13,49140,41788,7352,1990,0
0,,2023-06-01 11:09:32,0.26,0.12,49140,41788,7352,1990,0
0,,2023-06-01 11:09:33,0.00,0.00,49140,41788,7352,1990,0
0,,2023-06-01 11:09:34,0.05,0.00,49140,41788,7352,1990,0
0,,2023-06-01 11:09:35,0.16,0.03,49140,41788,7352,1990,0
0,,2023-06-01 11:09:36,0.37,0.18,49140,41788,7352,1990,0
0,,2023-06-01 11:09:37,0.41,0.24,49140,41788,7352,1990,0
0,,2023-06-01 11:09:38,0.18,0.06,49140,41788,7352,1990,0
0,,2023-06-01 11:09:39,0.36,0.18,49140,41782,7358,1996,0
0,,2023-06-01 11:09:40,0.03,0.00,49140,41402,7738,2376,0
0,,2023-06-01 11:09:41,0.31,0.14,49140,41788,7352,1990,0
0,,2023-06-01 11:09:42,0.33,0.16,49140,41782,7358,1996,0
0,,2023-06-01 11:09:43,0.07,0.01,49140,41626,7514,2152,0
0,,2023-06-01 11:09:44,0.40,0.20,49140,41788,7352,1990,0
0,,2023-06-01 11:09:45,0.27,0.12,49140,41786,7354,1992,0
0,,2023-06-01 11:09:46,0.00,0.00,49140,41626,7514,2152,0
0,,2023-06-01 11:09:47,0.43,0.21,49140,41788,7352,1990,0
0,,2023-06-01 11:09:49,0.70,0.43,49140,41402,7738,2376,0
0,,2023-06-01 11:09:50,0.05,0.01,49140,41402,7738,2376,0
0,,2023-06-01 11:09:51,0.26,0.12,49140,41786,7354,1992,0
0,,2023-06-01 11:09:52,0.50,0.35,49140,41402,7738,2376,0
0,,2023-06-01 11:09:53,0.03,0.01,49140,41402,7738,2376,0
0,,2023-06-01 11:09:54,0.28,0.13,49140,41788,7352,1990,0
0,,2023-06-01 11:09:55,0.30,0.14,49140,41788,7352,1990,0
0,,2023-06-01 11:09:56,0.00,0.00,49140,41788,7352,1990,0
0,,2023-06-01 11:09:57,0.07,0.00,49140,41788,7352,1990,0
0,,2023-06-01 11:09:58,0.09,0.02,49140,41788,7352,1990,0
0,,2023-06-01 11:09:59,0.29,0.13,49140,41788,7352,1990,0
0,,2023-06-01 11:10:00,0.48,0.30,49140,41626,7514,2152,0
0,,2023-06-01 11:10:01,0.29,0.13,49140,41788,7352,1990,0
0,,2023-06-01 11:10:02,0.31,0.15,49140,41788,7352,1990,0
0,,2023-06-01 11:10:03,0.31,0.18,49140,41626,7514,2152,0
0,,2023-06-01 11:10:04,0.25,0.10,49140,41620,7520,2158,0
0,,2023-06-01 11:10:05,0.27,0.12,49140,41788,7352,1990,0
0,,2023-06-01 11:10:06,0.11,0.04,49140,41788,7352,1990,0
0,,2023-06-01 11:10:07,0.47,0.23,49140,41782,7358,1996,0
0,,2023-06-01 11:10:08,0.34,0.15,49140,41788,7352,1990,0
0,,2023-06-01 11:10:09,0.04,0.00,49140,41626,7514,2152,0
0,,2023-06-01 11:10:10,0.27,0.12,49140,41626,7514,2152,0
0,,2023-06-01 11:10:11,0.28,0.13,49140,41788,7352,1990,0
0,,2023-06-01 11:10:12,0.03,0.01,49140,41626,7514,2152,0
0,,2023-06-01 11:10:13,0.27,0.13,49140,41782,7358,1996,0
0,,2023-06-01 11:10:14,0.44,0.22,49140,41788,7352,1990,0
0,,2023-06-01 11:10:15,0.24,0.09,49140,41788,7352,1990,0
0,,2023-06-01 11:10:16,0.43,0.22,49140,41788,7352,1990,0
0,,2023-06-01 11:10:17,0.14,0.02,49140,41788,7352,1990,0
0,,2023-06-01 11:10:18,0.03,0.01,49140,41788,7352,1990,0
0,,2023-06-01 11:10:19,0.29,0.13,49140,41782,7358,1996,0
0,,2023-06-01 11:10:20,0.77,0.43,49140,41624,7516,2154,0
0,,2023-06-01 11:10:21,0.07,0.01,49140,41624,7516,2154,0
0,,2023-06-01 11:10:22,0.27,0.13,49140,41626,7514,2152,0
0,,2023-06-01 11:10:23,0.63,0.42,49140,41528,7612,2250,0
0,,2023-06-01 11:10:24,0.01,0.00,49140,41528,7612,2250,0
0,,2023-06-01 11:10:25,0.11,0.01,49140,41528,7612,2250,0
0,,2023-06-01 11:10:26,0.27,0.12,49140,41788,7352,1990,0
0,,2023-06-01 11:10:27,0.32,0.24,49140,41786,7354,1992,0
0,,2023-06-01 11:10:28,0.25,0.04,49140,41786,7354,1992,0
0,,2023-06-01 11:10:29,0.00,0.00,49140,41786,7354,1992,0
0,,2023-06-01 11:10:30,0.45,0.21,49140,41788,7352,1990,16
0,,2023-06-01 11:10:31,0.28,0.13,49140,41788,7352,1990,0
0,,2023-06-01 11:10:32,0.13,0.06,49140,41786,7354,1992,0
0,,2023-06-01 11:10:33,0.28,0.13,49140,41788,7352,1990,0
0,,2023-06-01 11:10:34,0.26,0.12,49140,41788,7352,1990,0
0,,2023-06-01 11:10:35,0.14,0.05,49140,41400,7740,2378,0
0,,2023-06-01 11:10:36,0.27,0.12,49140,41788,7352,1990,0
0,,2023-06-01 11:10:37,0.33,0.15,49140,41788,7352,1990,0
0,,2023-06-01 11:10:38,0.13,0.05,49140,41400,7740,2378,0
0,,2023-06-01 11:10:39,0.26,0.12,49140,41400,7740,2378,0
0,,2023-06-01 11:10:40,0.25,0.12,49140,41788,7352,1990,0
0,,2023-06-01 11:10:41,0.02,0.00,49140,41624,7516,2154,0
0,,2023-06-01 11:10:42,0.29,0.13,49140,41786,7354,1992,0
0,,2023-06-01 11:10:43,0.26,0.12,49140,42076,7064,1702,0
0,,2023-06-01 11:10:44,0.53,0.37,49140,41688,7452,2090,0
0,,2023-06-01 11:10:45,0.15,0.01,49140,42262,6878,1516,0
0,,2023-06-01 11:10:46,0.30,0.13,49140,42004,7136,1774,0
0,,2023-06-01 11:10:47,0.31,0.17,49140,41874,7266,1904,0
0,,2023-06-01 11:10:48,0.11,0.01,49140,41876,7264,1902,0
0,,2023-06-01 11:10:49,0.28,0.13,49140,42262,6878,1516,0
0,,2023-06-01 11:10:50,0.12,0.01,49140,41874,7266,1904,0
0,,2023-06-01 11:10:51,0.33,0.15,49140,41872,7268,1906,0
0,,2023-06-01 11:10:52,0.28,0.13,49140,41876,7264,1902,0
0,,2023-06-01 11:10:53,0.04,0.00,49140,41874,7266,1904,0
0,,2023-06-01 11:10:54,0.27,0.12,49140,41872,7268,1906,0
0,,2023-06-01 11:10:55,0.26,0.12,49140,42262,6878,1516,0
0,,2023-06-01 11:10:56,0.04,0.00,49140,42098,7042,1680,0
0,,2023-06-01 11:10:57,0.40,0.19,49140,42262,6878,1516,0
0,,2023-06-01 11:10:59,0.34,0.16,49140,42262,6878,1516,0
0,,2023-06-01 11:11:00,0.00,0.00,49140,41712,7428,2066,0
0,,2023-06-01 11:11:01,0.28,0.13,49140,42100,7040,1678,0
0,,2023-06-01 11:11:02,0.44,0.19,49140,41320,7820,2458,0
0,,2023-06-01 11:11:03,0.10,0.01,49140,41712,7428,2066,0
0,,2023-06-01 11:11:04,0.26,0.12,49140,41712,7428,2066,0
0,,2023-06-01 11:11:05,0.55,0.38,49140,41712,7428,2066,0
0,,2023-06-01 11:11:06,0.27,0.12,49140,41710,7430,2068,0
0,,2023-06-01 11:11:07,0.35,0.15,49140,42260,6880,1518,0
0,,2023-06-01 11:11:08,0.54,0.37,49140,41712,7428,2066,0
0,,2023-06-01 11:11:09,0.43,0.21,49140,42098,7042,1680,0
0,,2023-06-01 11:11:10,0.27,0.13,49140,42098,7042,1680,0
0,,2023-06-01 11:11:11,0.02,0.00,49140,41936,7204,1842,0
0,,2023-06-01 11:11:12,0.36,0.17,49140,42096,7044,1682,0
0,,2023-06-01 11:11:13,0.31,0.14,49140,42096,7044,1682,0
0,,2023-06-01 11:11:14,0.04,0.00,49140,42120,7020,1658,0
0,,2023-06-01 11:11:16,0.28,0.13,49140,42118,7022,1660,0
0,,2023-06-01 11:11:17,0.37,0.17,49140,42120,7020,1658,0
0,,2023-06-01 11:11:18,0.04,0.00,49140,41958,7182,1820,0
0,,2023-06-01 11:11:19,0.00,0.00,49140,42118,7022,1660,0
0,,2023-06-01 11:11:20,0.36,0.14,49140,42118,7022,1660,0
0,,2023-06-01 11:11:21,0.06,0.00,49140,41572,7568,2206,0
0,,2023-06-01 11:11:22,0.27,0.13,49140,42000,7140,1778,16
0,,2023-06-01 11:11:23,0.35,0.17,49140,42000,7140,1778,0
0,,2023-06-01 11:11:24,0.00,0.00,49140,41998,7142,1780,0
0,,2023-06-01 11:11:25,0.29,0.13,49140,41998,7142,1780,0
0,,2023-06-01 11:11:26,0.24,0.11,49140,42000,7140,1778,0
0,,2023-06-01 11:11:27,0.00,0.00,49140,41452,7688,2326,0
0,,2023-06-01 11:11:28,0.33,0.15,49140,42000,7140,1778,24
0,,2023-06-01 11:11:29,0.34,0.14,49140,42000,7140,1778,0
0,,2023-06-01 11:11:30,0.06,0.01,49140,41828,7312,1950,0
0,,2023-06-01 11:11:31,0.26,0.12,49140,41828,7312,1950,0
0,,2023-06-01 11:11:32,0.37,0.23,49140,41442,7698,2336,0
0,,2023-06-01 11:11:33,0.05,0.00,49140,41442,7698,2336,0
0,,2023-06-01 11:11:34,0.06,0.00,49140,41442,7698,2336,0
0,,2023-06-01 11:11:35,0.15,0.02,49140,41442,7698,2336,0
0,,2023-06-01 11:11:36,0.27,0.12,49140,41828,7312,1950,0
0,,2023-06-01 11:11:37,0.64,0.42,49140,41540,7600,2238,0
0,,2023-06-01 11:11:38,0.04,0.01,49140,41540,7600,2238,0
0,,2023-06-01 11:11:39,0.27,0.13,49140,41924,7216,1854,0
0,,2023-06-01 11:11:40,0.32,0.16,49140,41582,7558,2196,0
0,,2023-06-01 11:11:41,0.00,0.00,49140,41582,7558,2196,0
0,,2023-06-01 11:11:42,0.29,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:11:43,0.42,0.19,49140,41420,7720,2358,0
0,,2023-06-01 11:11:44,0.11,0.01,49140,41418,7722,2360,0
0,,2023-06-01 11:11:45,0.30,0.14,49140,41968,7172,1810,0
0,,2023-06-01 11:11:46,0.24,0.06,49140,41420,7720,2358,0
0,,2023-06-01 11:11:47,0.10,0.01,49140,41420,7720,2358,0
0,,2023-06-01 11:11:48,0.43,0.21,49140,41968,7172,1810,8
0,,2023-06-01 11:11:49,0.00,0.00,49140,41420,7720,2358,0
0,,2023-06-01 11:11:50,0.13,0.07,49140,41420,7720,2358,0
0,,2023-06-01 11:11:51,0.00,0.00,49140,41420,7720,2358,0
0,,2023-06-01 11:11:52,0.28,0.13,49140,41966,7174,1812,0
0,,2023-06-01 11:11:53,0.30,0.14,49140,41968,7172,1810,0
0,,2023-06-01 11:11:54,0.00,0.00,49140,41678,7462,2100,0
0,,2023-06-01 11:11:55,0.07,0.00,49140,41678,7462,2100,0
0,,2023-06-01 11:11:56,0.13,0.01,49140,41678,7462,2100,0
0,,2023-06-01 11:11:57,0.43,0.21,49140,41840,7300,1938,0
0,,2023-06-01 11:11:58,0.54,0.32,49140,41582,7558,2196,0
0,,2023-06-01 11:11:59,0.27,0.12,49140,41966,7174,1812,0
0,,2023-06-01 11:12:00,0.00,0.00,49140,41968,7172,1810,0
0,,2023-06-01 11:12:01,0.47,0.25,49140,41154,7986,2624,0
0,,2023-06-01 11:12:02,0.29,0.11,49140,41420,7720,2358,16
0,,2023-06-01 11:12:03,0.26,0.12,49140,41804,7336,1974,0
0,,2023-06-01 11:12:04,0.12,0.05,49140,41582,7558,2196,0
0,,2023-06-01 11:12:05,0.27,0.13,49140,41580,7560,2198,0
0,,2023-06-01 11:12:06,0.28,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:12:07,0.29,0.17,49140,41582,7558,2196,0
0,,2023-06-01 11:12:08,0.28,0.12,49140,41968,7172,1810,0
0,,2023-06-01 11:12:09,0.26,0.12,49140,41968,7172,1810,0
0,,2023-06-01 11:12:10,0.02,0.00,49140,41420,7720,2358,0
0,,2023-06-01 11:12:11,0.38,0.18,49140,41806,7334,1972,0
0,,2023-06-01 11:12:12,0.26,0.12,49140,41968,7172,1810,0
0,,2023-06-01 11:12:13,0.04,0.00,49140,41678,7462,2100,0
0,,2023-06-01 11:12:14,0.30,0.15,49140,41840,7300,1938,0
0,,2023-06-01 11:12:15,0.41,0.21,49140,41840,7300,1938,0
0,,2023-06-01 11:12:16,0.00,0.00,49140,41454,7686,2324,0
0,,2023-06-01 11:12:17,0.39,0.19,49140,41840,7300,1938,0
0,,2023-06-01 11:12:18,0.30,0.13,49140,41838,7302,1940,0
0,,2023-06-01 11:12:19,0.00,0.00,49140,41678,7462,2100,0
0,,2023-06-01 11:12:20,0.30,0.14,49140,41840,7300,1938,0
0,,2023-06-01 11:12:22,0.37,0.14,49140,41582,7558,2196,0
0,,2023-06-01 11:12:23,0.09,0.01,49140,41968,7172,1810,0
0,,2023-06-01 11:12:24,0.36,0.17,49140,41968,7172,1810,0
0,,2023-06-01 11:12:25,0.08,0.05,49140,41420,7720,2358,0
0,,2023-06-01 11:12:26,0.37,0.17,49140,41966,7174,1812,0
0,,2023-06-01 11:12:27,0.28,0.13,49140,41710,7430,2068,0
0,,2023-06-01 11:12:28,0.04,0.00,49140,41454,7686,2324,0
0,,2023-06-01 11:12:29,0.28,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:12:30,0.28,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:12:31,0.01,0.00,49140,41582,7558,2196,0
0,,2023-06-01 11:12:32,0.39,0.19,49140,41968,7172,1810,0
0,,2023-06-01 11:12:33,0.28,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:12:34,0.01,0.01,49140,41582,7558,2196,0
0,,2023-06-01 11:12:35,0.15,0.09,49140,41582,7558,2196,0
0,,2023-06-01 11:12:36,0.00,0.00,49140,41582,7558,2196,0
0,,2023-06-01 11:12:37,0.32,0.15,49140,41966,7174,1812,0
0,,2023-06-01 11:12:38,0.28,0.13,49140,41968,7172,1810,16
0,,2023-06-01 11:12:39,0.13,0.01,49140,41582,7558,2196,0
0,,2023-06-01 11:12:40,0.27,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:12:41,0.69,0.43,49140,41194,7946,2584,0
0,,2023-06-01 11:12:42,0.00,0.00,49140,41194,7946,2584,0
0,,2023-06-01 11:12:43,0.51,0.24,49140,41968,7172,1810,0
0,,2023-06-01 11:12:44,0.00,0.00,49140,41580,7560,2198,0
0,,2023-06-01 11:12:45,0.16,0.05,49140,41580,7560,2198,0
0,,2023-06-01 11:12:46,0.52,0.24,49140,41968,7172,1810,0
0,,2023-06-01 11:12:47,0.27,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:12:48,0.24,0.06,49140,41580,7560,2198,0
0,,2023-06-01 11:12:49,0.11,0.01,49140,41968,7172,1810,0
0,,2023-06-01 11:12:50,0.34,0.15,49140,41712,7428,2066,0
0,,2023-06-01 11:12:51,0.61,0.42,49140,41580,7560,2198,0
0,,2023-06-01 11:12:52,0.27,0.12,49140,41968,7172,1810,0
0,,2023-06-01 11:12:53,0.29,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:12:54,0.04,0.00,49140,41194,7946,2584,0
0,,2023-06-01 11:12:55,0.38,0.19,49140,41968,7172,1810,16
0,,2023-06-01 11:12:56,0.27,0.12,49140,41968,7172,1810,0
0,,2023-06-01 11:12:57,0.04,0.00,49140,41580,7560,2198,0
0,,2023-06-01 11:12:58,0.30,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:12:59,0.29,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:13:00,0.33,0.17,49140,41580,7560,2198,0
0,,2023-06-01 11:13:01,0.11,0.01,49140,41968,7172,1810,0
0,,2023-06-01 11:13:02,0.27,0.12,49140,41712,7428,2066,0
0,,2023-06-01 11:13:03,0.00,0.00,49140,40940,8200,2838,0
0,,2023-06-01 11:13:04,0.00,0.00,49140,40940,8200,2838,0
0,,2023-06-01 11:13:05,0.01,0.00,49140,40940,8200,2838,0
0,,2023-06-01 11:13:06,0.00,0.00,49140,40940,8200,2838,0
0,,2023-06-01 11:13:07,0.38,0.17,49140,41712,7428,2066,0
0,,2023-06-01 11:13:08,0.29,0.13,49140,41712,7428,2066,0
0,,2023-06-01 11:13:09,0.03,0.00,49140,41422,7718,2356,0
0,,2023-06-01 11:13:10,0.31,0.14,49140,41422,7718,2356,0
0,,2023-06-01 11:13:11,0.30,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:13:12,0.00,0.00,49140,41582,7558,2196,0
0,,2023-06-01 11:13:13,0.00,0.00,49140,41582,7558,2196,0
0,,2023-06-01 11:13:14,0.00,0.00,49140,41582,7558,2196,0
0,,2023-06-01 11:13:15,0.27,0.13,49140,41966,7174,1812,0
0,,2023-06-01 11:13:16,0.27,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:13:17,0.04,0.00,49140,41582,7558,2196,0
0,,2023-06-01 11:13:18,0.40,0.19,49140,41968,7172,1810,0
0,,2023-06-01 11:13:19,0.28,0.13,49140,41966,7174,1812,0
0,,2023-06-01 11:13:20,0.02,0.00,49140,41196,7944,2582,0
0,,2023-06-01 11:13:21,0.36,0.17,49140,41710,7430,2068,0
0,,2023-06-01 11:13:22,0.29,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:13:23,0.02,0.00,49140,41196,7944,2582,0
0,,2023-06-01 11:13:24,0.32,0.15,49140,41582,7558,2196,0
0,,2023-06-01 11:13:25,0.29,0.13,49140,41966,7174,1812,0
0,,2023-06-01 11:13:26,0.04,0.01,49140,41582,7558,2196,0
0,,2023-06-01 11:13:27,0.39,0.18,49140,41968,7172,1810,0
0,,2023-06-01 11:13:29,0.28,0.13,49140,41966,7174,1812,0
0,,2023-06-01 11:13:30,0.01,0.00,49140,41582,7558,2196,0
0,,2023-06-01 11:13:31,0.38,0.19,49140,41968,7172,1810,0
0,,2023-06-01 11:13:32,0.29,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:13:33,0.05,0.00,49140,41196,7944,2582,0
0,,2023-06-01 11:13:34,0.29,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:13:35,0.29,0.13,49140,41708,7432,2070,0
0,,2023-06-01 11:13:36,0.01,0.00,49140,41806,7334,1972,0
0,,2023-06-01 11:13:37,0.27,0.12,49140,41710,7430,2068,0
0,,2023-06-01 11:13:38,0.38,0.17,49140,41968,7172,1810,0
0,,2023-06-01 11:13:39,0.00,0.00,49140,41968,7172,1810,0
0,,2023-06-01 11:13:40,0.25,0.12,49140,41968,7172,1810,0
0,,2023-06-01 11:13:41,0.57,0.29,49140,41968,7172,1810,0
0,,2023-06-01 11:13:42,0.09,0.01,49140,41968,7172,1810,0
0,,2023-06-01 11:13:43,0.28,0.12,49140,41710,7430,2068,0
0,,2023-06-01 11:13:44,0.20,0.15,49140,41324,7816,2454,0
0,,2023-06-01 11:13:45,0.00,0.00,49140,41324,7816,2454,0
0,,2023-06-01 11:13:46,0.37,0.17,49140,41582,7558,2196,0
0,,2023-06-01 11:13:47,0.37,0.14,49140,41582,7558,2196,0
0,,2023-06-01 11:13:48,0.09,0.01,49140,41420,7720,2358,0
0,,2023-06-01 11:13:49,0.26,0.12,49140,41968,7172,1810,0
0,,2023-06-01 11:13:50,0.68,0.41,49140,41582,7558,2196,0
0,,2023-06-01 11:13:51,0.08,0.01,49140,41582,7558,2196,0
0,,2023-06-01 11:13:52,0.27,0.12,49140,41968,7172,1810,0
0,,2023-06-01 11:13:53,0.65,0.43,49140,41968,7172,1810,0
0,,2023-06-01 11:13:54,0.03,0.00,49140,41968,7172,1810,0
0,,2023-06-01 11:13:55,0.29,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:13:56,0.28,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:13:57,0.07,0.01,49140,41580,7560,2198,0
0,,2023-06-01 11:13:58,0.06,0.00,49140,41580,7560,2198,0
0,,2023-06-01 11:13:59,0.11,0.01,49140,41580,7560,2198,0
0,,2023-06-01 11:14:00,0.28,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:14:01,0.59,0.34,49140,41804,7336,1974,0
0,,2023-06-01 11:14:02,0.06,0.01,49140,41804,7336,1974,0
0,,2023-06-01 11:14:03,0.31,0.15,49140,41806,7334,1972,0
0,,2023-06-01 11:14:04,0.71,0.43,49140,41580,7560,2198,0
0,,2023-06-01 11:14:05,0.05,0.01,49140,41580,7560,2198,0
0,,2023-06-01 11:14:06,0.27,0.13,49140,41966,7174,1812,0
0,,2023-06-01 11:14:07,0.32,0.15,49140,41582,7558,2196,0
0,,2023-06-01 11:14:08,0.00,0.00,49140,41582,7558,2196,0
0,,2023-06-01 11:14:09,0.36,0.17,49140,41968,7172,1810,0
0,,2023-06-01 11:14:10,0.30,0.14,49140,40514,8626,3264,0
0,,2023-06-01 11:14:11,0.00,0.00,49140,41582,7558,2196,0
0,,2023-06-01 11:14:12,0.27,0.13,49140,41968,7172,1810,0
0,,2023-06-01 11:14:13,0.65,0.41,49140,41968,7172,1810,0
0,,2023-06-01 11:14:14,0.00,0.00,49140,41968,7172,1810,0
0,,2023-06-01 11:14:15,0.27,0.12,49140,41708,7432,2070,0
0,,2023-06-01 11:14:16,0.26,0.12,49140,41968,7172,1810,0
0,,2023-06-01 11:14:17,0.00,0.00,49140,41968,7172,1810,0
0,,2023-06-01 11:14:18,0.46,0.23,49140,41710,7430,2068,0
0,,2023-06-01 11:14:19,0.27,0.12,49140,41582,7558,2196,0
0,,2023-06-01 11:14:20,0.00,0.00,49140,41582,7558,2196,0
0,,2023-06-01 11:14:21,0.41,0.20,49140,41968,7172,1810,0
