device,context,time,utilization,total memory (MB),free memory (MB),used memory (MB),memory not used by torch (MB),cupy memory (MB)
3,,2023-05-31 18:06:27,2,49140,41820,7320,455,0
3,,2023-05-31 18:06:28,3,49140,41820,7320,455,0
3,,2023-05-31 18:06:29,2,49140,41820,7320,455,0
3,,2023-05-31 18:06:30,100,49140,41658,7482,455,0
3,,2023-05-31 18:06:31,100,49140,41658,7482,455,0
3,,2023-05-31 18:06:32,7,49140,41658,7482,455,0
3,,2023-05-31 18:06:33,6,49140,41658,7482,455,0
3,,2023-05-31 18:06:34,25,49140,41658,7482,455,0
3,,2023-05-31 18:06:35,2,49140,41820,7320,455,0
3,,2023-05-31 18:06:36,2,49140,41820,7320,455,0
3,,2023-05-31 18:06:37,2,49140,41658,7482,455,0
3,,2023-05-31 18:06:38,2,49140,41658,7482,455,0
3,,2023-05-31 18:06:39,100,49140,41820,7320,455,0
3,,2023-05-31 18:06:40,6,49140,41820,7320,455,0
3,,2023-05-31 18:06:41,5,49140,41658,7482,455,0
3,,2023-05-31 18:06:42,0,49140,41658,7482,455,0
3,,2023-05-31 18:06:43,8,49140,41658,7482,455,0
3,,2023-05-31 18:06:44,2,49140,41658,7482,455,0
3,,2023-05-31 18:06:45,3,49140,41658,7482,455,0
3,,2023-05-31 18:06:46,3,49140,41658,7482,455,0
3,,2023-05-31 18:06:47,2,49140,41820,7320,455,0
3,,2023-05-31 18:06:48,100,49140,41692,7448,455,0
3,,2023-05-31 18:06:49,6,49140,41564,7576,455,0
3,,2023-05-31 18:06:50,5,49140,41564,7576,455,0
3,,2023-05-31 18:06:51,0,49140,41564,7576,455,0
3,,2023-05-31 18:06:52,21,49140,41436,7704,455,0
3,,2023-05-31 18:06:53,1,49140,41402,7738,455,0
3,,2023-05-31 18:06:54,3,49140,41402,7738,455,0
3,,2023-05-31 18:06:55,2,49140,41564,7576,455,0
3,,2023-05-31 18:06:56,2,49140,41564,7576,455,0
3,,2023-05-31 18:06:57,100,49140,41436,7704,455,0
3,,2023-05-31 18:06:58,100,49140,41436,7704,455,0
3,,2023-05-31 18:06:59,4,49140,41564,7576,455,0
3,,2023-05-31 18:07:00,5,49140,41564,7576,455,0
3,,2023-05-31 18:07:01,4,49140,41402,7738,455,0
3,,2023-05-31 18:07:02,2,49140,41402,7738,455,0
3,,2023-05-31 18:07:03,2,49140,41564,7576,455,0
3,,2023-05-31 18:07:04,1,49140,41564,7576,455,16
3,,2023-05-31 18:07:05,1,49140,41402,7738,455,0
3,,2023-05-31 18:07:06,1,49140,41564,7576,455,0
3,,2023-05-31 18:07:07,1,49140,41564,7576,455,0
3,,2023-05-31 18:07:08,2,49140,40082,9058,455,0
3,,2023-05-31 18:07:09,1,49140,41402,7738,455,0
3,,2023-05-31 18:07:10,1,49140,41564,7576,455,0
3,,2023-05-31 18:07:11,0,49140,41564,7576,455,0
3,,2023-05-31 18:07:12,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:13,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:14,6,49140,41564,7576,455,0
3,,2023-05-31 18:07:15,0,49140,40242,8898,455,0
3,,2023-05-31 18:07:16,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:17,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:18,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:19,0,49140,41564,7576,455,0
3,,2023-05-31 18:07:20,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:21,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:22,0,49140,41564,7576,455,0
3,,2023-05-31 18:07:23,0,49140,41564,7576,455,0
3,,2023-05-31 18:07:24,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:25,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:26,0,49140,41564,7576,455,0
3,,2023-05-31 18:07:27,0,49140,41564,7576,455,0
3,,2023-05-31 18:07:28,0,49140,41436,7704,455,0
3,,2023-05-31 18:07:29,0,49140,41436,7704,455,0
3,,2023-05-31 18:07:30,0,49140,41436,7704,455,0
3,,2023-05-31 18:07:31,0,49140,41436,7704,455,0
3,,2023-05-31 18:07:32,0,49140,41436,7704,455,0
3,,2023-05-31 18:07:33,0,49140,41564,7576,455,0
3,,2023-05-31 18:07:34,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:35,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:36,0,49140,41564,7576,455,0
3,,2023-05-31 18:07:37,0,49140,41564,7576,455,0
3,,2023-05-31 18:07:38,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:39,0,49140,41402,7738,455,0
3,,2023-05-31 18:07:40,89,49140,41402,7738,455,0
3,,2023-05-31 18:07:41,100,49140,41402,7738,455,0
3,,2023-05-31 18:07:42,100,49140,41402,7738,455,0
3,,2023-05-31 18:07:43,63,49140,41564,7576,455,0
3,,2023-05-31 18:07:44,29,49140,41564,7576,455,0
3,,2023-05-31 18:07:45,100,49140,41402,7738,455,0
3,,2023-05-31 18:07:46,84,49140,41402,7738,455,0
3,,2023-05-31 18:07:47,45,49140,41402,7738,455,0
3,,2023-05-31 18:07:48,27,49140,41564,7576,455,0
3,,2023-05-31 18:07:49,1,49140,41564,7576,455,0
3,,2023-05-31 18:07:50,2,49140,41016,8124,455,0
3,,2023-05-31 18:07:51,2,49140,41016,8124,455,0
3,,2023-05-31 18:07:52,26,49140,41402,7738,455,0
3,,2023-05-31 18:07:53,100,49140,41402,7738,455,0
3,,2023-05-31 18:07:54,35,49140,41240,7900,455,0
3,,2023-05-31 18:07:55,1,49140,41240,7900,455,0
3,,2023-05-31 18:07:56,1,49140,41240,7900,455,0
3,,2023-05-31 18:07:57,42,49140,41240,7900,455,0
3,,2023-05-31 18:07:58,15,49140,41240,7900,455,0
3,,2023-05-31 18:07:59,1,49140,41240,7900,455,0
3,,2023-05-31 18:08:01,1,49140,41078,8062,455,0
3,,2023-05-31 18:08:02,1,49140,41078,8062,455,0
3,,2023-05-31 18:08:03,8,49140,41240,7900,455,0
3,,2023-05-31 18:08:04,35,49140,41078,8062,455,0
3,,2023-05-31 18:08:05,56,49140,41078,8062,455,0
3,,2023-05-31 18:08:06,87,49140,41240,7900,455,0
3,,2023-05-31 18:08:07,100,49140,40596,8544,455,0
3,,2023-05-31 18:08:08,100,49140,40820,8320,455,0
3,,2023-05-31 18:08:09,100,49140,40820,8320,455,0
3,,2023-05-31 18:08:10,99,49140,41240,7900,455,0
3,,2023-05-31 18:08:11,99,49140,41240,7900,455,0
3,,2023-05-31 18:08:12,99,49140,41078,8062,455,0
3,,2023-05-31 18:08:13,99,49140,41078,8062,455,0
3,,2023-05-31 18:08:14,88,49140,41078,8062,455,0
3,,2023-05-31 18:08:15,54,49140,41078,8062,455,0
3,,2023-05-31 18:08:16,21,49140,41240,7900,455,0
3,,2023-05-31 18:08:17,6,49140,41240,7900,455,0
3,,2023-05-31 18:08:18,1,49140,41078,8062,455,0
3,,2023-05-31 18:08:19,2,49140,41240,7900,455,0
3,,2023-05-31 18:08:20,1,49140,41240,7900,455,0
3,,2023-05-31 18:08:21,28,49140,41240,7900,455,0
3,,2023-05-31 18:08:22,65,49140,41078,8062,455,0
3,,2023-05-31 18:08:23,73,49140,42690,6450,455,0
3,,2023-05-31 18:08:24,100,49140,42724,6416,455,0
3,,2023-05-31 18:08:25,100,49140,40986,8154,455,0
3,,2023-05-31 18:08:26,100,49140,42562,6578,455,0
3,,2023-05-31 18:08:27,99,49140,42562,6578,455,0
3,,2023-05-31 18:08:28,99,49140,42562,6578,455,0
3,,2023-05-31 18:08:29,100,49140,42562,6578,455,0
3,,2023-05-31 18:08:30,100,49140,42548,6592,455,0
3,,2023-05-31 18:08:31,100,49140,42596,6544,455,0
3,,2023-05-31 18:08:32,86,49140,42210,6930,455,0
3,,2023-05-31 18:08:33,100,49140,42210,6930,455,0
3,,2023-05-31 18:08:34,99,49140,42596,6544,455,0
3,,2023-05-31 18:08:35,97,49140,42468,6672,455,0
3,,2023-05-31 18:08:36,84,49140,42306,6834,455,0
3,,2023-05-31 18:08:37,3,49140,42306,6834,455,0
3,,2023-05-31 18:08:38,20,49140,42596,6544,455,0
3,,2023-05-31 18:08:39,53,49140,41792,7348,455,0
3,,2023-05-31 18:08:40,81,49140,42306,6834,455,0
3,,2023-05-31 18:08:41,100,49140,42306,6834,455,0
3,,2023-05-31 18:08:42,100,49140,42340,6800,455,0
3,,2023-05-31 18:08:43,99,49140,42596,6544,455,0
3,,2023-05-31 18:08:44,100,49140,42306,6834,455,0
3,,2023-05-31 18:08:45,80,49140,42468,6672,455,0
3,,2023-05-31 18:08:46,42,49140,42596,6544,455,0
3,,2023-05-31 18:08:47,14,49140,40858,8282,455,0
3,,2023-05-31 18:08:48,2,49140,42272,6868,455,0
3,,2023-05-31 18:08:49,1,49140,42596,6544,455,0
3,,2023-05-31 18:08:50,1,49140,42596,6544,455,0
3,,2023-05-31 18:08:51,37,49140,42306,6834,455,0
3,,2023-05-31 18:08:52,94,49140,42306,6834,455,0
3,,2023-05-31 18:08:53,73,49140,42434,6706,455,0
3,,2023-05-31 18:08:54,38,49140,40686,8454,455,0
3,,2023-05-31 18:08:55,6,49140,42272,6868,455,0
3,,2023-05-31 18:08:56,1,49140,42468,6672,455,0
3,,2023-05-31 18:08:57,1,49140,42596,6544,455,0
3,,2023-05-31 18:08:58,11,49140,42306,6834,455,0
3,,2023-05-31 18:08:59,1,49140,42306,6834,455,0
3,,2023-05-31 18:09:00,1,49140,42340,6800,455,0
3,,2023-05-31 18:09:01,7,49140,42596,6544,455,0
3,,2023-05-31 18:09:02,1,49140,42306,6834,455,0
3,,2023-05-31 18:09:03,2,49140,42306,6834,455,0
3,,2023-05-31 18:09:04,21,49140,42306,6834,455,0
3,,2023-05-31 18:09:05,53,49140,42306,6834,455,0
3,,2023-05-31 18:09:06,72,49140,42596,6544,455,0
3,,2023-05-31 18:09:07,99,49140,41824,7316,455,0
3,,2023-05-31 18:09:08,100,49140,42272,6868,455,0
3,,2023-05-31 18:09:09,100,49140,42272,6868,455,0
3,,2023-05-31 18:09:10,99,49140,42434,6706,455,0
3,,2023-05-31 18:09:11,99,49140,42434,6706,455,0
3,,2023-05-31 18:09:12,99,49140,42272,6868,455,0
3,,2023-05-31 18:09:13,99,49140,42272,6868,455,0
3,,2023-05-31 18:09:14,100,49140,42468,6672,455,0
3,,2023-05-31 18:09:15,88,49140,42468,6672,455,0
3,,2023-05-31 18:09:16,2,49140,42306,6834,455,0
3,,2023-05-31 18:09:17,12,49140,42468,6672,455,0
3,,2023-05-31 18:09:18,36,49140,42596,6544,455,0
3,,2023-05-31 18:09:19,57,49140,42306,6834,455,0
3,,2023-05-31 18:09:20,77,49140,42306,6834,455,0
3,,2023-05-31 18:09:21,100,49140,42306,6834,455,0
3,,2023-05-31 18:09:22,100,49140,42434,6706,455,0
3,,2023-05-31 18:09:23,99,49140,40824,8316,455,0
3,,2023-05-31 18:09:24,99,49140,42306,6834,455,0
3,,2023-05-31 18:09:25,99,49140,42210,6930,293,0
3,,2023-05-31 18:09:26,99,49140,42468,6672,455,0
3,,2023-05-31 18:09:28,100,49140,42306,6834,455,0
3,,2023-05-31 18:09:29,100,49140,42306,6834,455,0
3,,2023-05-31 18:09:30,86,49140,42596,6544,455,0
3,,2023-05-31 18:09:31,52,49140,42596,6544,455,0
3,,2023-05-31 18:09:32,40,49140,42306,6834,455,0
3,,2023-05-31 18:09:33,1,49140,42434,6706,455,0
3,,2023-05-31 18:09:34,2,49140,42434,6706,455,0
3,,2023-05-31 18:09:35,100,49140,42306,6834,455,0
3,,2023-05-31 18:09:36,100,49140,42596,6544,455,0
3,,2023-05-31 18:09:37,99,49140,42468,6672,455,0
3,,2023-05-31 18:09:38,99,49140,42306,6834,455,0
3,,2023-05-31 18:09:39,98,49140,42306,6834,455,0
3,,2023-05-31 18:09:40,100,49140,42340,6800,455,0
3,,2023-05-31 18:09:41,97,49140,42596,6544,455,0
3,,2023-05-31 18:09:42,61,49140,42306,6834,455,0
3,,2023-05-31 18:09:43,42,49140,42306,6834,455,0
3,,2023-05-31 18:09:44,12,49140,42306,6834,455,0
3,,2023-05-31 18:09:45,1,49140,42306,6834,455,0
3,,2023-05-31 18:09:46,1,49140,42468,6672,455,0
3,,2023-05-31 18:09:47,24,49140,42596,6544,455,0
3,,2023-05-31 18:09:48,0,49140,42596,6544,455,0
3,,2023-05-31 18:09:49,1,49140,42272,6868,455,0
3,,2023-05-31 18:09:50,49,49140,42272,6868,455,0
3,,2023-05-31 18:09:51,100,49140,42468,6672,455,0
3,,2023-05-31 18:09:52,86,49140,42468,6672,455,0
3,,2023-05-31 18:09:53,61,49140,42306,6834,455,0
3,,2023-05-31 18:09:54,3,49140,42596,6544,455,0
3,,2023-05-31 18:09:55,31,49140,42596,6544,455,0
3,,2023-05-31 18:09:56,76,49140,42306,6834,455,0
3,,2023-05-31 18:09:57,100,49140,42306,6834,455,0
3,,2023-05-31 18:09:58,100,49140,42468,6672,455,0
3,,2023-05-31 18:09:59,99,49140,42468,6672,455,0
3,,2023-05-31 18:10:00,99,49140,42306,6834,455,0
3,,2023-05-31 18:10:01,99,49140,42306,6834,455,0
3,,2023-05-31 18:10:02,100,49140,42340,6800,327,0
3,,2023-05-31 18:10:03,100,49140,42468,6672,455,0
3,,2023-05-31 18:10:04,100,49140,42178,6962,455,0
3,,2023-05-31 18:10:05,56,49140,42178,6962,455,0
3,,2023-05-31 18:10:06,39,49140,42468,6672,455,0
3,,2023-05-31 18:10:07,1,49140,42468,6672,455,0
3,,2023-05-31 18:10:08,71,49140,42178,6962,455,0
3,,2023-05-31 18:10:09,100,49140,42178,6962,455,0
3,,2023-05-31 18:10:10,100,49140,42468,6672,455,0
3,,2023-05-31 18:10:11,95,49140,42468,6672,455,0
3,,2023-05-31 18:10:12,99,49140,42178,6962,455,0
3,,2023-05-31 18:10:13,99,49140,42178,6962,455,0
3,,2023-05-31 18:10:14,99,49140,42212,6928,455,0
3,,2023-05-31 18:10:15,99,49140,42212,6928,455,0
3,,2023-05-31 18:10:16,100,49140,42050,7090,455,0
3,,2023-05-31 18:10:17,100,49140,42212,6928,455,0
3,,2023-05-31 18:10:18,78,49140,42212,6928,455,0
3,,2023-05-31 18:10:19,69,49140,42212,6928,455,0
3,,2023-05-31 18:10:20,36,49140,42212,6928,455,0
3,,2023-05-31 18:10:21,4,49140,42212,6928,455,0
3,,2023-05-31 18:10:22,1,49140,42212,6928,455,0
3,,2023-05-31 18:10:23,1,49140,42050,7090,455,0
3,,2023-05-31 18:10:24,14,49140,42212,6928,455,0
3,,2023-05-31 18:10:25,1,49140,42212,6928,455,0
3,,2023-05-31 18:10:26,4,49140,40798,8342,455,0
3,,2023-05-31 18:10:27,16,49140,41954,7186,455,0
3,,2023-05-31 18:10:28,41,49140,41954,7186,455,0
3,,2023-05-31 18:10:29,61,49140,42212,6928,455,16
3,,2023-05-31 18:10:30,94,49140,42212,6928,455,0
3,,2023-05-31 18:10:31,100,49140,42212,6928,455,0
3,,2023-05-31 18:10:32,100,49140,42212,6928,455,0
3,,2023-05-31 18:10:33,99,49140,42212,6928,455,0
3,,2023-05-31 18:10:34,98,49140,42050,7090,455,0
3,,2023-05-31 18:10:35,99,49140,42050,7090,455,0
3,,2023-05-31 18:10:36,99,49140,42212,6928,455,0
3,,2023-05-31 18:10:37,68,49140,42212,6928,455,0
3,,2023-05-31 18:10:38,50,49140,42050,7090,455,0
3,,2023-05-31 18:10:39,27,49140,42212,6928,455,0
3,,2023-05-31 18:10:40,13,49140,42212,6928,455,0
3,,2023-05-31 18:10:41,1,49140,42050,7090,455,0
3,,2023-05-31 18:10:42,2,49140,42050,7090,455,0
3,,2023-05-31 18:10:43,6,49140,42212,6928,455,0
3,,2023-05-31 18:10:45,30,49140,41144,7996,67,0
3,,2023-05-31 18:10:46,54,49140,42212,6928,455,0
3,,2023-05-31 18:10:47,99,49140,42212,6928,455,0
3,,2023-05-31 18:10:48,99,49140,42212,6928,455,0
3,,2023-05-31 18:10:49,99,49140,42050,7090,455,0
3,,2023-05-31 18:10:50,99,49140,42050,7090,455,0
3,,2023-05-31 18:10:51,100,49140,42050,7090,455,0
3,,2023-05-31 18:10:52,100,49140,42212,6928,455,0
3,,2023-05-31 18:10:53,76,49140,42212,6928,455,0
3,,2023-05-31 18:10:54,39,49140,42050,7090,455,0
3,,2023-05-31 18:10:55,18,49140,42050,7090,455,0
3,,2023-05-31 18:10:56,2,49140,42212,6928,455,0
3,,2023-05-31 18:10:57,28,49140,42212,6928,455,0
3,,2023-05-31 18:10:58,57,49140,42050,7090,455,0
3,,2023-05-31 18:10:59,88,49140,42050,7090,455,0
3,,2023-05-31 18:11:00,100,49140,42212,6928,455,0
3,,2023-05-31 18:11:01,49,49140,42212,6928,455,0
3,,2023-05-31 18:11:02,10,49140,42212,6928,455,0
3,,2023-05-31 18:11:03,19,49140,42212,6928,455,0
3,,2023-05-31 18:11:04,1,49140,42212,6928,455,0
3,,2023-05-31 18:11:05,1,49140,42212,6928,455,0
3,,2023-05-31 18:11:06,40,49140,42212,6928,455,0
3,,2023-05-31 18:11:07,1,49140,42212,6928,455,0
3,,2023-05-31 18:11:08,5,49140,42212,6928,455,0
3,,2023-05-31 18:11:09,35,49140,42212,6928,455,0
3,,2023-05-31 18:11:10,60,49140,42212,6928,455,0
3,,2023-05-31 18:11:11,73,49140,42212,6928,455,0
3,,2023-05-31 18:11:12,92,49140,42212,6928,455,0
3,,2023-05-31 18:11:13,100,49140,42212,6928,455,0
3,,2023-05-31 18:11:14,100,49140,42212,6928,455,0
3,,2023-05-31 18:11:15,99,49140,42212,6928,455,0
3,,2023-05-31 18:11:16,99,49140,42212,6928,455,0
3,,2023-05-31 18:11:17,99,49140,42212,6928,455,0
3,,2023-05-31 18:11:18,99,49140,42212,6928,455,0
3,,2023-05-31 18:11:19,99,49140,42212,6928,455,0
3,,2023-05-31 18:11:20,99,49140,42212,6928,455,0
3,,2023-05-31 18:11:21,99,49140,42212,6928,455,0
3,,2023-05-31 18:11:22,99,49140,42212,6928,455,0
3,,2023-05-31 18:11:23,100,49140,42212,6928,455,0
3,,2023-05-31 18:11:24,100,49140,42212,6928,455,0
3,,2023-05-31 18:11:25,79,49140,42212,6928,455,0
3,,2023-05-31 18:11:26,57,49140,41670,7470,455,0
3,,2023-05-31 18:11:27,34,49140,40754,8386,455,0
3,,2023-05-31 18:11:28,14,49140,40364,8776,455,0
3,,2023-05-31 18:11:29,61,49140,39754,9386,455,0
3,,2023-05-31 18:11:30,73,49140,37590,11550,455,0
3,,2023-05-31 18:11:31,98,49140,36708,12432,455,0
3,,2023-05-31 18:11:32,99,49140,38196,10944,455,0
3,,2023-05-31 18:11:33,100,49140,36440,12700,455,0
3,,2023-05-31 18:11:34,100,49140,36496,12644,455,0
3,,2023-05-31 18:11:35,1,49140,35982,13158,455,0
3,,2023-05-31 18:11:37,1,49140,34996,14144,455,0
3,,2023-05-31 18:11:38,100,49140,33544,15596,455,0
3,,2023-05-31 18:11:39,100,49140,35214,13926,455,0
3,,2023-05-31 18:11:40,97,49140,32850,16290,455,0
3,,2023-05-31 18:11:41,49,49140,36086,13054,455,0
3,,2023-05-31 18:11:42,35,49140,35008,14132,455,0
3,,2023-05-31 18:11:43,26,49140,35784,13356,455,0
3,,2023-05-31 18:11:44,48,49140,36292,12848,455,0
3,,2023-05-31 18:11:45,99,49140,34734,14406,455,0
3,,2023-05-31 18:11:46,99,49140,35830,13310,455,0
3,,2023-05-31 18:11:48,81,49140,35306,13834,455,0
3,,2023-05-31 18:11:49,54,49140,34426,14714,455,0
3,,2023-05-31 18:11:50,3,49140,36074,13066,455,0
3,,2023-05-31 18:11:51,29,49140,35744,13396,455,0
3,,2023-05-31 18:11:52,100,49140,35226,13914,-187,0
3,,2023-05-31 18:11:53,99,49140,37526,11614,455,0
3,,2023-05-31 18:11:54,94,49140,35946,13194,455,0
3,,2023-05-31 18:11:55,99,49140,34372,14768,455,0
3,,2023-05-31 18:11:56,99,49140,33364,15776,455,0
3,,2023-05-31 18:11:57,100,49140,32300,16840,455,0
3,,2023-05-31 18:11:58,97,49140,34732,14408,455,0
3,,2023-05-31 18:11:59,2,49140,34960,14180,455,0
3,,2023-05-31 18:12:00,94,49140,33728,15412,455,0
3,,2023-05-31 18:12:02,100,49140,35698,13442,-187,0
3,,2023-05-31 18:12:03,99,49140,36136,13004,455,0
3,,2023-05-31 18:12:04,100,49140,32992,16148,455,0
3,,2023-05-31 18:12:05,12,49140,35160,13980,455,0
3,,2023-05-31 18:12:06,1,49140,37080,12060,455,0
3,,2023-05-31 18:12:07,98,49140,35056,14084,455,0
3,,2023-05-31 18:12:08,100,49140,34658,14482,455,0
3,,2023-05-31 18:12:09,100,49140,34878,14262,455,0
3,,2023-05-31 18:12:10,95,49140,33416,15724,455,0
3,,2023-05-31 18:12:11,2,49140,35346,13794,455,0
3,,2023-05-31 18:12:13,2,49140,35060,14080,455,0
3,,2023-05-31 18:12:14,32,49140,33242,15898,455,0
3,,2023-05-31 18:12:15,99,49140,35452,13688,-187,0
3,,2023-05-31 18:12:16,99,49140,37416,11724,455,0
3,,2023-05-31 18:12:17,99,49140,35346,13794,455,0
3,,2023-05-31 18:12:18,65,49140,34724,14416,455,0
3,,2023-05-31 18:12:19,8,49140,35346,13794,455,0
3,,2023-05-31 18:12:20,34,49140,35060,14080,455,0
3,,2023-05-31 18:12:21,100,49140,35056,14084,455,0
3,,2023-05-31 18:12:22,99,49140,36376,12764,455,0
3,,2023-05-31 18:12:24,94,49140,35208,13932,455,0
3,,2023-05-31 18:12:25,62,49140,33124,16016,455,0
3,,2023-05-31 18:12:26,5,49140,34080,15060,455,0
3,,2023-05-31 18:12:27,99,49140,32962,16178,455,0
3,,2023-05-31 18:12:28,100,49140,34338,14802,455,0
3,,2023-05-31 18:12:29,100,49140,33712,15428,455,0
3,,2023-05-31 18:12:30,92,49140,34754,14386,455,0
3,,2023-05-31 18:12:31,2,49140,33266,15874,455,0
3,,2023-05-31 18:12:32,100,49140,31714,17426,455,0
3,,2023-05-31 18:12:33,100,49140,32486,16654,455,0
3,,2023-05-31 18:12:35,100,49140,33166,15974,455,0
3,,2023-05-31 18:12:36,100,49140,32278,16862,455,0
3,,2023-05-31 18:12:37,1,49140,33786,15354,455,0
3,,2023-05-31 18:12:38,2,49140,35516,13624,455,0
3,,2023-05-31 18:12:39,100,49140,35124,14016,165,0
3,,2023-05-31 18:12:40,100,49140,33182,15958,455,0
3,,2023-05-31 18:12:41,100,49140,35930,13210,259,0
3,,2023-05-31 18:12:42,100,49140,36616,12524,455,0
3,,2023-05-31 18:12:43,1,49140,35036,14104,455,0
3,,2023-05-31 18:12:45,97,49140,33546,15594,455,0
3,,2023-05-31 18:12:46,100,49140,34840,14300,455,0
3,,2023-05-31 18:12:47,99,49140,33602,15538,455,0
3,,2023-05-31 18:12:48,22,49140,32034,17106,455,0
3,,2023-05-31 18:12:49,44,49140,33316,15824,455,0
3,,2023-05-31 18:12:50,67,49140,34346,14794,455,0
3,,2023-05-31 18:12:51,97,49140,32330,16810,455,0
3,,2023-05-31 18:12:53,0,49140,32662,16478,455,0
3,,2023-05-31 18:12:54,0,49140,31654,17486,455,0
3,,2023-05-31 18:12:55,0,49140,32964,16176,455,0
3,,2023-05-31 18:12:56,0,49140,32674,16466,455,0
3,,2023-05-31 18:12:57,0,49140,30476,18664,455,0
3,,2023-05-31 18:12:58,0,49140,33078,16062,455,0
3,,2023-05-31 18:12:59,0,49140,31840,17300,455,0
3,,2023-05-31 18:13:00,0,49140,33480,15660,455,0
3,,2023-05-31 18:13:01,0,49140,33418,15722,455,0
3,,2023-05-31 18:13:02,0,49140,31582,17558,455,0
3,,2023-05-31 18:13:03,0,49140,33544,15596,455,0
3,,2023-05-31 18:13:04,0,49140,34894,14246,455,0
3,,2023-05-31 18:13:05,0,49140,33770,15370,455,0
3,,2023-05-31 18:13:06,0,49140,33484,15656,455,0
3,,2023-05-31 18:13:08,0,49140,33298,15842,455,0
3,,2023-05-31 18:13:09,0,49140,34406,14734,455,0
3,,2023-05-31 18:13:10,0,49140,34894,14246,455,0
3,,2023-05-31 18:13:11,0,49140,33480,15660,455,0
3,,2023-05-31 18:13:12,0,49140,33082,16058,455,0
3,,2023-05-31 18:13:13,0,49140,33640,15500,455,0
3,,2023-05-31 18:13:14,0,49140,33818,15322,455,0
3,,2023-05-31 18:13:15,0,49140,32710,16430,455,0
3,,2023-05-31 18:13:16,0,49140,31254,17886,455,0
3,,2023-05-31 18:13:17,0,49140,35392,13748,455,0
3,,2023-05-31 18:13:19,0,49140,33480,15660,455,0
3,,2023-05-31 18:13:20,0,49140,32914,16226,455,0
3,,2023-05-31 18:13:21,100,49140,31282,17858,455,0
3,,2023-05-31 18:13:22,74,49140,33438,15702,455,0
3,,2023-05-31 18:13:23,7,49140,34446,14694,455,0
3,,2023-05-31 18:13:24,0,49140,33866,15274,69,0
3,,2023-05-31 18:13:25,1,49140,33082,16058,455,0
3,,2023-05-31 18:13:27,2,49140,33850,15290,69,0
3,,2023-05-31 18:13:28,2,49140,32456,16684,455,0
3,,2023-05-31 18:13:29,3,49140,33480,15660,455,0
3,,2023-05-31 18:13:30,100,49140,34800,14340,455,0
3,,2023-05-31 18:13:31,7,49140,31716,17424,455,0
3,,2023-05-31 18:13:32,6,49140,33348,15792,455,0
3,,2023-05-31 18:13:33,0,49140,35504,13636,455,0
3,,2023-05-31 18:13:34,2,49140,33866,15274,69,0
3,,2023-05-31 18:13:35,2,49140,33082,16058,455,0
3,,2023-05-31 18:13:37,2,49140,33590,15550,455,0
3,,2023-05-31 18:13:38,26,49140,32470,16670,455,0
3,,2023-05-31 18:13:39,100,49140,33640,15500,455,0
3,,2023-05-31 18:13:40,7,49140,33640,15500,455,0
3,,2023-05-31 18:13:41,2,49140,34714,14426,455,0
3,,2023-05-31 18:13:42,6,49140,33770,15370,455,0
3,,2023-05-31 18:13:43,2,49140,33278,15862,455,0
3,,2023-05-31 18:13:44,2,49140,31702,17438,455,0
3,,2023-05-31 18:13:45,2,49140,32694,16446,455,0
3,,2023-05-31 18:13:46,2,49140,33242,15898,455,0
3,,2023-05-31 18:13:48,100,49140,31674,17466,455,0
3,,2023-05-31 18:13:49,6,49140,32856,16284,455,0
3,,2023-05-31 18:13:50,4,49140,33170,15970,455,0
3,,2023-05-31 18:13:51,6,49140,31882,17258,455,0
3,,2023-05-31 18:13:52,1,49140,30326,18814,455,0
3,,2023-05-31 18:13:53,2,49140,31164,17976,455,0
3,,2023-05-31 18:13:54,3,49140,31590,17550,455,0
3,,2023-05-31 18:13:55,100,49140,30796,18344,455,0
3,,2023-05-31 18:13:57,100,49140,32434,16706,455,0
3,,2023-05-31 18:13:58,7,49140,34226,14914,455,0
3,,2023-05-31 18:13:59,4,49140,32970,16170,455,0
3,,2023-05-31 18:14:00,3,49140,33154,15986,455,0
3,,2023-05-31 18:14:01,2,49140,33000,16140,455,0
3,,2023-05-31 18:14:02,2,49140,35152,13988,455,0
3,,2023-05-31 18:14:03,2,49140,33958,15182,455,0
3,,2023-05-31 18:14:04,100,49140,32116,17024,455,0
3,,2023-05-31 18:14:05,37,49140,32894,16246,455,0
3,,2023-05-31 18:14:07,5,49140,31868,17272,455,0
3,,2023-05-31 18:14:08,0,49140,30412,18728,455,0
3,,2023-05-31 18:14:09,1,49140,31692,17448,455,0
3,,2023-05-31 18:14:10,2,49140,33012,16128,455,0
3,,2023-05-31 18:14:11,3,49140,30884,18256,455,0
3,,2023-05-31 18:14:12,3,49140,32016,17124,455,0
3,,2023-05-31 18:14:13,100,49140,30926,18214,455,0
