device,context,time,utilization,total memory (MB),free memory (MB),used memory (MB),memory not used by torch (MB),cupy memory (MB)
3,,2023-05-31 17:47:30,4,49140,42182,6958,455,0
3,,2023-05-31 17:47:31,1,49140,42310,6830,455,0
3,,2023-05-31 17:47:32,0,49140,42146,6994,455,0
3,,2023-05-31 17:47:33,7,49140,42182,6958,455,0
3,,2023-05-31 17:47:34,2,49140,42310,6830,455,0
3,,2023-05-31 17:47:35,2,49140,42308,6832,455,0
3,,2023-05-31 17:47:36,2,49140,42308,6832,455,0
3,,2023-05-31 17:47:37,2,49140,42054,7086,455,0
3,,2023-05-31 17:47:38,1,49140,42310,6830,455,0
3,,2023-05-31 17:47:39,1,49140,42308,6832,455,0
3,,2023-05-31 17:47:40,2,49140,42310,6830,455,0
3,,2023-05-31 17:47:41,1,49140,42310,6830,455,0
3,,2023-05-31 17:47:42,1,49140,42146,6994,455,0
3,,2023-05-31 17:47:43,0,49140,42146,6994,455,0
3,,2023-05-31 17:47:44,0,49140,42310,6830,455,0
3,,2023-05-31 17:47:45,0,49140,42308,6832,455,0
3,,2023-05-31 17:47:46,6,49140,42308,6832,455,0
3,,2023-05-31 17:47:47,0,49140,42308,6832,455,0
3,,2023-05-31 17:47:48,6,49140,42310,6830,455,0
3,,2023-05-31 17:47:49,0,49140,42180,6960,455,0
3,,2023-05-31 17:47:50,0,49140,42180,6960,455,0
3,,2023-05-31 17:47:51,0,49140,42310,6830,455,0
3,,2023-05-31 17:47:52,0,49140,42310,6830,455,0
3,,2023-05-31 17:47:53,0,49140,42310,6830,455,0
3,,2023-05-31 17:47:54,0,49140,42308,6832,455,0
3,,2023-05-31 17:47:55,0,49140,42310,6830,455,0
3,,2023-05-31 17:47:56,0,49140,42308,6832,455,0
3,,2023-05-31 17:47:57,0,49140,42308,6832,455,0
3,,2023-05-31 17:47:58,0,49140,42308,6832,455,0
3,,2023-05-31 17:47:59,0,49140,42308,6832,455,0
3,,2023-05-31 17:48:00,0,49140,42308,6832,455,0
3,,2023-05-31 17:48:01,0,49140,42310,6830,455,0
3,,2023-05-31 17:48:02,0,49140,42310,6830,455,0
3,,2023-05-31 17:48:03,0,49140,41668,7472,455,0
3,,2023-05-31 17:48:04,0,49140,42146,6994,455,0
3,,2023-05-31 17:48:05,0,49140,42310,6830,455,0
3,,2023-05-31 17:48:06,0,49140,42310,6830,455,0
3,,2023-05-31 17:48:07,0,49140,42180,6960,455,0
3,,2023-05-31 17:48:08,0,49140,42054,7086,455,0
3,,2023-05-31 17:48:09,0,49140,42310,6830,455,0
3,,2023-05-31 17:48:10,0,49140,42308,6832,455,0
3,,2023-05-31 17:48:11,0,49140,42308,6832,455,0
3,,2023-05-31 17:48:12,0,49140,42310,6830,455,0
3,,2023-05-31 17:48:13,0,49140,42310,6830,455,16
3,,2023-05-31 17:48:15,0,49140,42146,6994,455,0
3,,2023-05-31 17:48:16,2,49140,42310,6830,455,0
3,,2023-05-31 17:48:17,25,49140,42310,6830,455,0
3,,2023-05-31 17:48:18,14,49140,42308,6832,455,0
3,,2023-05-31 17:48:19,1,49140,42308,6832,455,0
3,,2023-05-31 17:48:20,2,49140,42182,6958,455,0
3,,2023-05-31 17:48:21,3,49140,42310,6830,455,0
3,,2023-05-31 17:48:22,100,49140,42308,6832,455,0
3,,2023-05-31 17:48:23,99,49140,42308,6832,455,0
3,,2023-05-31 17:48:24,99,49140,42310,6830,455,0
3,,2023-05-31 17:48:25,99,49140,41408,7732,455,0
3,,2023-05-31 17:48:26,99,49140,42146,6994,455,0
3,,2023-05-31 17:48:27,100,49140,42146,6994,455,0
3,,2023-05-31 17:48:28,100,49140,42308,6832,455,0
3,,2023-05-31 17:48:29,83,49140,42310,6830,455,0
3,,2023-05-31 17:48:30,62,49140,42148,6992,455,0
3,,2023-05-31 17:48:31,37,49140,42148,6992,455,0
3,,2023-05-31 17:48:32,50,49140,42180,6960,455,0
3,,2023-05-31 17:48:33,100,49140,42182,6958,455,0
3,,2023-05-31 17:48:34,98,49140,42020,7120,455,0
3,,2023-05-31 17:48:35,74,49140,42020,7120,455,0
3,,2023-05-31 17:48:36,34,49140,42020,7120,455,0
3,,2023-05-31 17:48:37,45,49140,42020,7120,455,0
3,,2023-05-31 17:48:38,77,49140,42020,7120,455,0
3,,2023-05-31 17:48:39,100,49140,42020,7120,455,0
3,,2023-05-31 17:48:40,100,49140,41924,7216,455,0
3,,2023-05-31 17:48:41,99,49140,42308,6832,455,0
3,,2023-05-31 17:48:42,99,49140,42148,6992,455,0
3,,2023-05-31 17:48:43,99,49140,42146,6994,455,0
3,,2023-05-31 17:48:44,100,49140,42310,6830,455,0
3,,2023-05-31 17:48:45,100,49140,42180,6960,455,0
3,,2023-05-31 17:48:46,97,49140,42148,6992,455,0
3,,2023-05-31 17:48:47,54,49140,42148,6992,455,0
3,,2023-05-31 17:48:48,32,49140,42148,6992,455,0
3,,2023-05-31 17:48:49,1,49140,42148,6992,455,0
3,,2023-05-31 17:48:50,1,49140,42148,6992,455,0
3,,2023-05-31 17:48:51,1,49140,42146,6994,455,0
3,,2023-05-31 17:48:52,42,49140,42182,6958,455,0
3,,2023-05-31 17:48:53,100,49140,42180,6960,455,0
3,,2023-05-31 17:48:54,100,49140,42148,6992,455,0
3,,2023-05-31 17:48:55,95,49140,42310,6830,455,0
3,,2023-05-31 17:48:56,100,49140,42310,6830,455,0
3,,2023-05-31 17:48:57,55,49140,40052,9088,453,0
3,,2023-05-31 17:48:58,1,49140,42148,6992,455,0
3,,2023-05-31 17:48:59,1,49140,42148,6992,455,0
3,,2023-05-31 17:49:00,46,49140,42310,6830,455,0
3,,2023-05-31 17:49:01,100,49140,42310,6830,455,0
3,,2023-05-31 17:49:02,97,49140,42148,6992,455,0
3,,2023-05-31 17:49:03,51,49140,42148,6992,455,0
3,,2023-05-31 17:49:04,12,49140,42308,6832,455,0
3,,2023-05-31 17:49:05,1,49140,42182,6958,455,0
3,,2023-05-31 17:49:06,1,49140,40730,8410,455,0
3,,2023-05-31 17:49:07,83,49140,42050,7090,455,0
3,,2023-05-31 17:49:08,100,49140,42310,6830,455,0
3,,2023-05-31 17:49:09,100,49140,42182,6958,455,0
3,,2023-05-31 17:49:10,99,49140,42148,6992,455,0
3,,2023-05-31 17:49:11,99,49140,42310,6830,455,0
3,,2023-05-31 17:49:12,99,49140,42182,6958,455,0
3,,2023-05-31 17:49:13,95,49140,42308,6832,455,0
3,,2023-05-31 17:49:14,100,49140,42148,6992,455,0
3,,2023-05-31 17:49:15,74,49140,42310,6830,455,0
3,,2023-05-31 17:49:16,48,49140,42310,6830,455,0
3,,2023-05-31 17:49:17,21,49140,40568,8572,455,0
3,,2023-05-31 17:49:18,1,49140,42148,6992,455,0
3,,2023-05-31 17:49:19,58,49140,42310,6830,455,0
3,,2023-05-31 17:49:20,62,49140,42310,6830,455,0
3,,2023-05-31 17:49:21,80,49140,42148,6992,455,0
3,,2023-05-31 17:49:22,99,49140,42182,6958,455,16
3,,2023-05-31 17:49:23,100,49140,42182,6958,455,0
3,,2023-05-31 17:49:24,100,49140,42020,7120,455,0
3,,2023-05-31 17:49:25,99,49140,42020,7120,455,0
3,,2023-05-31 17:49:26,99,49140,42310,6830,455,0
3,,2023-05-31 17:49:27,99,49140,41408,7732,455,0
3,,2023-05-31 17:49:29,100,49140,41762,7378,455,0
3,,2023-05-31 17:49:30,96,49140,41762,7378,455,0
3,,2023-05-31 17:49:31,80,49140,42310,6830,455,0
3,,2023-05-31 17:49:32,79,49140,42310,6830,455,0
3,,2023-05-31 17:49:33,61,49140,42310,6830,455,0
3,,2023-05-31 17:49:34,0,49140,42148,6992,455,0
3,,2023-05-31 17:49:35,0,49140,42148,6992,455,0
3,,2023-05-31 17:49:36,64,49140,42148,6992,455,0
3,,2023-05-31 17:49:37,0,49140,42148,6992,455,0
3,,2023-05-31 17:49:38,87,49140,42148,6992,455,0
3,,2023-05-31 17:49:39,62,49140,42148,6992,455,0
3,,2023-05-31 17:49:40,1,49140,42310,6830,455,0
3,,2023-05-31 17:49:41,1,49140,42310,6830,455,0
3,,2023-05-31 17:49:42,21,49140,42148,6992,455,0
3,,2023-05-31 17:49:43,100,49140,42148,6992,455,0
3,,2023-05-31 17:49:44,96,49140,42308,6832,455,0
3,,2023-05-31 17:49:45,100,49140,42310,6830,455,0
3,,2023-05-31 17:49:46,97,49140,41762,7378,455,0
3,,2023-05-31 17:49:47,93,49140,41762,7378,455,0
3,,2023-05-31 17:49:48,28,49140,42310,6830,455,0
3,,2023-05-31 17:49:49,1,49140,42308,6832,455,0
3,,2023-05-31 17:49:50,13,49140,41762,7378,455,0
3,,2023-05-31 17:49:51,1,49140,41762,7378,455,0
3,,2023-05-31 17:49:52,1,49140,41762,7378,455,0
3,,2023-05-31 17:49:53,56,49140,41762,7378,455,0
3,,2023-05-31 17:49:54,100,49140,42310,6830,455,0
3,,2023-05-31 17:49:55,99,49140,42180,6960,455,0
3,,2023-05-31 17:49:56,97,49140,42148,6992,455,0
3,,2023-05-31 17:49:57,97,49140,42148,6992,455,0
3,,2023-05-31 17:49:58,46,49140,41796,7344,455,0
3,,2023-05-31 17:49:59,1,49140,42308,6832,455,0
3,,2023-05-31 17:50:00,1,49140,42146,6994,455,0
3,,2023-05-31 17:50:01,29,49140,42146,6994,455,0
3,,2023-05-31 17:50:02,100,49140,42310,6830,455,0
3,,2023-05-31 17:50:03,96,49140,42310,6830,455,0
3,,2023-05-31 17:50:04,100,49140,41760,7380,455,0
3,,2023-05-31 17:50:05,97,49140,41760,7380,455,0
3,,2023-05-31 17:50:06,99,49140,42310,6830,455,16
3,,2023-05-31 17:50:07,99,49140,42310,6830,455,0
3,,2023-05-31 17:50:08,99,49140,42146,6994,455,0
3,,2023-05-31 17:50:09,98,49140,42310,6830,455,0
3,,2023-05-31 17:50:10,100,49140,42310,6830,455,0
3,,2023-05-31 17:50:11,100,49140,42018,7122,455,0
3,,2023-05-31 17:50:12,100,49140,42018,7122,455,0
3,,2023-05-31 17:50:13,84,49140,42018,7122,455,0
3,,2023-05-31 17:50:14,75,49140,42182,6958,455,0
3,,2023-05-31 17:50:15,58,49140,42182,6958,455,0
3,,2023-05-31 17:50:16,54,49140,42020,7120,455,0
3,,2023-05-31 17:50:17,35,49140,42020,7120,455,0
3,,2023-05-31 17:50:18,35,49140,42054,7086,455,0
3,,2023-05-31 17:50:19,58,49140,42182,6958,455,0
3,,2023-05-31 17:50:20,66,49140,41858,7282,455,0
3,,2023-05-31 17:50:21,76,49140,41858,7282,455,0
3,,2023-05-31 17:50:22,100,49140,41892,7248,455,0
3,,2023-05-31 17:50:23,100,49140,42310,6830,455,0
3,,2023-05-31 17:50:24,99,49140,42020,7120,455,0
3,,2023-05-31 17:50:25,95,49140,42310,6830,455,0
3,,2023-05-31 17:50:26,99,49140,42310,6830,455,0
3,,2023-05-31 17:50:27,96,49140,42182,6958,455,0
3,,2023-05-31 17:50:28,99,49140,42020,7120,455,0
3,,2023-05-31 17:50:29,100,49140,42020,7120,455,0
3,,2023-05-31 17:50:30,100,49140,42020,7120,455,0
3,,2023-05-31 17:50:31,81,49140,42020,7120,455,0
3,,2023-05-31 17:50:32,46,49140,42182,6958,455,0
3,,2023-05-31 17:50:33,44,49140,42310,6830,455,0
3,,2023-05-31 17:50:34,14,49140,42020,7120,455,0
3,,2023-05-31 17:50:35,52,49140,42310,6830,455,0
3,,2023-05-31 17:50:36,61,49140,42182,6958,455,0
3,,2023-05-31 17:50:37,83,49140,42310,6830,455,0
3,,2023-05-31 17:50:38,100,49140,42116,7024,455,0
3,,2023-05-31 17:50:39,67,49140,41086,8054,455,0
3,,2023-05-31 17:50:40,4,49140,42244,6896,455,0
3,,2023-05-31 17:50:41,1,49140,40374,8766,455,0
3,,2023-05-31 17:50:43,1,49140,42082,7058,455,0
3,,2023-05-31 17:50:44,48,49140,42054,7086,455,0
3,,2023-05-31 17:50:45,100,49140,42310,6830,455,0
3,,2023-05-31 17:50:46,100,49140,42020,7120,455,0
3,,2023-05-31 17:50:47,98,49140,42020,7120,455,0
3,,2023-05-31 17:50:48,95,49140,42310,6830,455,0
3,,2023-05-31 17:50:49,100,49140,42132,7008,455,0
3,,2023-05-31 17:50:50,100,49140,42020,7120,455,0
3,,2023-05-31 17:50:51,99,49140,42310,6830,455,0
