device,context,time,gpu util (%),memory util (%),total memory (MB),free memory (MB),used memory (MB),memory reserved by torch (MB),cupy memory (MB)
0,,2023-06-03 19:46:10,1.00,0.50,49140,25852,23288,10212,0
0,,2023-06-03 19:46:11,0.73,0.34,49140,25840,23300,10224,0
0,,2023-06-03 19:46:12,0.00,0.00,49140,26196,22944,9868,0
0,,2023-06-03 19:46:13,1.00,0.50,49140,27240,21900,8824,0
0,,2023-06-03 19:46:14,1.00,0.51,49140,28056,21084,8008,0
0,,2023-06-03 19:46:15,0.08,0.00,49140,26316,22824,9748,0
0,,2023-06-03 19:46:16,1.00,0.50,49140,25588,23552,10476,0
0,,2023-06-03 19:46:17,1.00,0.50,49140,27224,21916,8840,0
0,,2023-06-03 19:46:18,0.11,0.00,49140,27436,21704,8628,0
0,,2023-06-03 19:46:20,1.00,0.50,49140,26142,22998,9922,0
0,,2023-06-03 19:46:21,1.00,0.50,49140,27398,21742,8666,0
0,,2023-06-03 19:46:22,0.08,0.00,49140,25484,23656,10580,0
0,,2023-06-03 19:46:23,1.00,0.49,49140,26316,22824,9748,0
0,,2023-06-03 19:46:24,1.00,0.50,49140,27224,21916,8840,0
0,,2023-06-03 19:46:25,0.11,0.00,49140,25484,23656,10580,0
0,,2023-06-03 19:46:26,1.00,0.50,49140,25794,23346,10270,0
0,,2023-06-03 19:46:27,1.00,0.49,49140,26528,22612,9536,0
0,,2023-06-03 19:46:28,0.99,0.49,49140,24764,24376,11300,0
0,,2023-06-03 19:46:30,1.00,0.48,49140,25022,24118,11042,0
0,,2023-06-03 19:46:31,0.10,0.00,49140,22776,26364,13288,0
0,,2023-06-03 19:46:32,0.99,0.43,49140,23814,25326,12636,0
0,,2023-06-03 19:46:33,0.96,0.46,49140,23874,25266,12190,0
0,,2023-06-03 19:46:34,0.05,0.01,49140,24156,24984,11908,0
0,,2023-06-03 19:46:35,0.06,0.00,49140,25722,23418,10342,0
0,,2023-06-03 19:46:37,1.00,0.50,49140,26282,22858,9782,0
0,,2023-06-03 19:46:38,0.42,0.19,49140,25534,23606,10530,0
0,,2023-06-03 19:46:39,0.00,0.00,49140,24226,24914,11838,0
0,,2023-06-03 19:46:40,1.00,0.50,49140,26470,22670,9594,0
0,,2023-06-03 19:46:41,1.00,0.50,49140,26470,22670,9594,0
0,,2023-06-03 19:46:42,0.11,0.00,49140,25534,23606,10530,0
0,,2023-06-03 19:46:43,1.00,0.50,49140,25896,23244,10168,0
0,,2023-06-03 19:46:44,1.00,0.50,49140,26470,22670,9594,0
0,,2023-06-03 19:46:45,0.11,0.00,49140,24974,24166,11090,0
0,,2023-06-03 19:46:46,1.00,0.50,49140,26094,23046,9970,0
0,,2023-06-03 19:46:47,1.00,0.50,49140,26658,22482,9406,0
0,,2023-06-03 19:46:49,0.11,0.00,49140,24974,24166,11090,0
0,,2023-06-03 19:46:50,1.00,0.50,49140,25322,23818,10742,0
0,,2023-06-03 19:46:51,1.00,0.50,49140,26272,22868,9792,0
0,,2023-06-03 19:46:52,0.11,0.00,49140,26682,22458,9382,0
0,,2023-06-03 19:46:53,1.00,0.49,49140,24904,24236,11160,0
0,,2023-06-03 19:46:54,1.00,0.49,49140,25652,23488,10412,0
0,,2023-06-03 19:46:55,0.08,0.00,49140,23968,25172,12096,0
0,,2023-06-03 19:46:56,1.00,0.50,49140,25780,23360,10670,0
0,,2023-06-03 19:46:58,1.00,0.49,49140,26098,23042,9966,0
0,,2023-06-03 19:46:59,0.08,0.00,49140,24038,25102,12026,0
0,,2023-06-03 19:47:00,1.00,0.50,49140,26282,22858,9782,0
0,,2023-06-03 19:47:01,1.00,0.49,49140,26294,22846,9770,0
0,,2023-06-03 19:47:02,0.11,0.00,49140,24986,24154,11078,0
0,,2023-06-03 19:47:03,1.00,0.50,49140,25546,23594,10518,0
0,,2023-06-03 19:47:04,1.00,0.50,49140,26308,22832,9756,0
0,,2023-06-03 19:47:06,0.95,0.46,49140,23920,25220,12144,0
0,,2023-06-03 19:47:07,1.00,0.51,49140,23920,25220,12144,0
0,,2023-06-03 19:47:08,0.38,0.14,49140,22326,26814,13738,0
0,,2023-06-03 19:47:09,0.06,0.00,49140,21728,27412,14336,0
0,,2023-06-03 19:47:10,1.00,0.47,49140,23916,25224,12148,0
0,,2023-06-03 19:47:11,1.00,0.50,49140,23916,25224,12148,0
0,,2023-06-03 19:47:12,1.00,0.50,49140,23916,25224,12148,0
0,,2023-06-03 19:47:13,0.56,0.29,49140,21724,27416,14340,0
0,,2023-06-03 19:47:15,1.00,0.50,49140,23318,25822,12746,0
0,,2023-06-03 19:47:16,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:47:17,0.98,0.51,49140,22322,26818,13742,0
0,,2023-06-03 19:47:18,0.10,0.00,49140,21724,27416,14340,0
0,,2023-06-03 19:47:19,1.00,0.49,49140,23518,25622,12546,0
0,,2023-06-03 19:47:20,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:47:21,0.87,0.45,49140,22322,26818,13742,0
0,,2023-06-03 19:47:22,0.11,0.00,49140,21724,27416,14340,0
0,,2023-06-03 19:47:23,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:47:24,1.00,0.50,49140,23332,25808,12732,0
0,,2023-06-03 19:47:25,0.24,0.07,49140,22136,27004,13928,0
0,,2023-06-03 19:47:26,0.00,0.00,49140,25300,23840,10764,0
0,,2023-06-03 19:47:28,1.00,0.50,49140,23500,25640,12564,0
0,,2023-06-03 19:47:29,1.00,0.50,49140,23660,25480,12404,0
0,,2023-06-03 19:47:30,0.06,0.05,49140,22264,26876,13800,0
0,,2023-06-03 19:47:31,0.57,0.18,49140,23518,25622,12546,0
0,,2023-06-03 19:47:32,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:47:33,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:47:34,0.18,0.09,49140,22522,26618,13542,199
0,,2023-06-03 19:47:35,0.51,0.18,49140,23518,25622,12546,0
0,,2023-06-03 19:47:36,1.00,0.49,49140,23518,25622,12546,0
0,,2023-06-03 19:47:37,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:47:39,0.50,0.22,49140,21724,27416,14340,0
0,,2023-06-03 19:47:40,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:47:41,1.00,0.49,49140,23332,25808,12732,0
0,,2023-06-03 19:47:42,0.91,0.47,49140,23108,26032,12956,0
0,,2023-06-03 19:47:43,0.11,0.00,49140,21910,27230,14154,0
0,,2023-06-03 19:47:44,1.00,0.49,49140,23318,25822,12746,0
0,,2023-06-03 19:47:45,1.00,0.49,49140,23518,25622,12546,0
0,,2023-06-03 19:47:46,0.23,0.06,49140,22322,26818,13742,0
0,,2023-06-03 19:47:47,0.08,0.01,49140,25100,24040,10964,0
0,,2023-06-03 19:47:49,1.00,0.49,49140,22606,26534,13458,0
0,,2023-06-03 19:47:50,1.00,0.49,49140,22990,26150,13460,0
0,,2023-06-03 19:47:51,0.42,0.16,49140,25006,24134,11058,0
0,,2023-06-03 19:47:52,0.97,0.47,49140,24620,24520,11444,0
0,,2023-06-03 19:47:53,0.26,0.07,49140,23356,25784,12708,0
0,,2023-06-03 19:47:54,0.08,0.00,49140,22834,26306,13230,0
0,,2023-06-03 19:47:55,1.00,0.51,49140,23750,25390,12314,0
0,,2023-06-03 19:47:57,1.00,0.50,49140,24008,25132,12056,0
0,,2023-06-03 19:47:58,0.40,0.16,49140,22616,26524,13448,0
0,,2023-06-03 19:47:59,1.00,0.49,49140,23714,25426,12350,0
0,,2023-06-03 19:48:00,1.00,0.50,49140,23714,25426,12350,0
0,,2023-06-03 19:48:01,0.11,0.00,49140,22496,26644,13568,0
0,,2023-06-03 19:48:02,1.00,0.50,49140,23540,25600,12524,0
0,,2023-06-03 19:48:03,1.00,0.50,49140,23886,25254,12178,0
0,,2023-06-03 19:48:04,0.11,0.00,49140,22494,26646,13570,0
0,,2023-06-03 19:48:06,1.00,0.50,49140,23410,25730,12654,0
0,,2023-06-03 19:48:07,1.00,0.49,49140,24704,24436,11360,0
0,,2023-06-03 19:48:08,0.14,0.01,49140,24220,24920,11844,0
0,,2023-06-03 19:48:09,1.00,0.50,49140,22076,27064,13988,0
0,,2023-06-03 19:48:10,1.00,0.50,49140,23660,25480,12404,0
0,,2023-06-03 19:48:11,0.06,0.00,49140,21746,27394,14318,0
0,,2023-06-03 19:48:12,1.00,0.49,49140,23622,25518,12442,0
0,,2023-06-03 19:48:13,1.00,0.50,49140,24182,24958,11882,0
0,,2023-06-03 19:48:14,0.08,0.00,49140,22616,26524,13448,0
0,,2023-06-03 19:48:16,1.00,0.49,49140,23280,25860,12784,0
0,,2023-06-03 19:48:17,1.00,0.50,49140,24704,24436,11360,0
0,,2023-06-03 19:48:18,0.11,0.00,49140,23834,25306,12230,0
0,,2023-06-03 19:48:19,1.00,0.50,49140,22282,26858,13782,0
0,,2023-06-03 19:48:20,1.00,0.49,49140,23796,25344,12268,0
0,,2023-06-03 19:48:21,0.11,0.00,49140,21708,27432,14356,0
0,,2023-06-03 19:48:22,1.00,0.50,49140,22926,26214,13138,0
0,,2023-06-03 19:48:23,1.00,0.50,49140,24008,25132,12056,0
0,,2023-06-03 19:48:24,0.08,0.00,49140,21746,27394,14318,0
0,,2023-06-03 19:48:25,1.00,0.50,49140,22358,26782,13706,0
0,,2023-06-03 19:48:27,1.00,0.49,49140,23312,25828,12752,0
0,,2023-06-03 19:48:28,1.00,0.50,49140,20738,28402,15326,0
0,,2023-06-03 19:48:29,1.00,0.51,49140,21940,27200,14124,0
0,,2023-06-03 19:48:30,0.10,0.00,49140,19008,30132,17056,0
0,,2023-06-03 19:48:31,1.00,0.49,49140,20354,28786,15710,0
0,,2023-06-03 19:48:33,1.00,0.50,49140,20388,28752,15676,0
0,,2023-06-03 19:48:34,0.06,0.05,49140,18954,30186,17110,0
0,,2023-06-03 19:48:35,0.15,0.01,49140,18002,31138,18062,0
0,,2023-06-03 19:48:36,1.00,0.49,49140,22926,26214,13138,0
0,,2023-06-03 19:48:37,0.43,0.19,49140,22336,26804,13728,0
0,,2023-06-03 19:48:38,0.04,0.00,49140,23372,25768,12692,0
0,,2023-06-03 19:48:39,1.00,0.49,49140,21654,27486,14410,0
0,,2023-06-03 19:48:40,1.00,0.50,49140,22786,26354,13278,0
0,,2023-06-03 19:48:41,0.11,0.00,49140,20636,28504,15428,0
0,,2023-06-03 19:48:42,1.00,0.50,49140,22008,27132,14056,0
0,,2023-06-03 19:48:43,1.00,0.50,49140,22786,26354,13278,0
0,,2023-06-03 19:48:45,0.11,0.00,49140,20636,28504,15428,0
0,,2023-06-03 19:48:46,1.00,0.49,49140,22204,26936,13860,0
0,,2023-06-03 19:48:47,1.00,0.50,49140,21814,27326,14250,0
0,,2023-06-03 19:48:48,0.11,0.00,49140,22198,26942,13866,0
0,,2023-06-03 19:48:49,1.00,0.50,49140,20320,28820,15744,0
0,,2023-06-03 19:48:50,1.00,0.50,49140,21200,27940,14864,0
0,,2023-06-03 19:48:51,0.14,0.01,49140,19408,29732,16656,0
0,,2023-06-03 19:48:53,1.00,0.49,49140,21226,27914,14838,0
0,,2023-06-03 19:48:54,1.00,0.50,49140,21164,27976,14900,0
0,,2023-06-03 19:48:55,0.11,0.01,49140,19406,29734,16658,0
0,,2023-06-03 19:48:56,1.00,0.50,49140,21226,27914,14838,0
0,,2023-06-03 19:48:57,1.00,0.50,49140,21226,27914,14838,0
0,,2023-06-03 19:48:58,0.11,0.00,49140,19468,29672,16596,0
0,,2023-06-03 19:48:59,1.00,0.50,49140,23182,25958,12882,0
0,,2023-06-03 19:49:01,1.00,0.49,49140,23378,25762,12686,0
0,,2023-06-03 19:49:02,0.05,0.05,49140,22592,26548,13472,390
0,,2023-06-03 19:49:03,0.68,0.27,49140,22596,26544,13468,0
0,,2023-06-03 19:49:04,1.00,0.50,49140,22596,26544,13468,0
0,,2023-06-03 19:49:05,1.00,0.50,49140,20098,29042,15966,0
0,,2023-06-03 19:49:06,1.00,0.49,49140,19840,29300,16224,0
0,,2023-06-03 19:49:07,1.00,0.48,49140,19828,29312,16236,0
0,,2023-06-03 19:49:09,0.07,0.00,49140,18094,31046,17970,0
0,,2023-06-03 19:49:10,1.00,0.51,49140,19816,29324,16248,0
0,,2023-06-03 19:49:11,1.00,0.49,49140,19816,29324,16248,0
0,,2023-06-03 19:49:12,1.00,0.50,49140,19758,29382,16306,0
0,,2023-06-03 19:49:13,0.11,0.00,49140,17566,31574,18498,0
0,,2023-06-03 19:49:15,1.00,0.49,49140,19418,29722,16646,0
0,,2023-06-03 19:49:16,1.00,0.50,49140,19360,29780,16704,0
0,,2023-06-03 19:49:17,0.48,0.21,49140,18164,30976,17900,0
0,,2023-06-03 19:49:18,0.07,0.00,49140,17566,31574,18498,0
0,,2023-06-03 19:49:19,1.00,0.49,49140,19418,29722,16646,0
0,,2023-06-03 19:49:20,1.00,0.50,49140,19418,29722,16646,0
0,,2023-06-03 19:49:21,0.41,0.18,49140,18222,30918,17842,0
0,,2023-06-03 19:49:22,0.07,0.00,49140,17624,31516,18440,0
0,,2023-06-03 19:49:23,1.00,0.49,49140,23522,25618,12542,0
0,,2023-06-03 19:49:24,1.00,0.50,49140,23522,25618,12542,0
0,,2023-06-03 19:49:25,1.00,0.50,49140,24702,24438,11362,0
0,,2023-06-03 19:49:26,0.13,0.02,49140,21910,27230,14154,0
0,,2023-06-03 19:49:28,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:49:29,1.00,0.49,49140,23332,25808,12732,0
0,,2023-06-03 19:49:30,0.63,0.34,49140,22136,27004,13928,0
0,,2023-06-03 19:49:31,0.11,0.00,49140,21538,27602,14526,0
0,,2023-06-03 19:49:32,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:49:33,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:49:34,0.72,0.38,49140,22322,26818,13742,0
0,,2023-06-03 19:49:35,0.10,0.00,49140,21724,27416,14340,0
0,,2023-06-03 19:49:36,1.00,0.49,49140,23318,25822,12746,0
0,,2023-06-03 19:49:37,1.00,0.49,49140,23518,25622,12546,0
0,,2023-06-03 19:49:38,0.23,0.06,49140,22322,26818,13742,0
0,,2023-06-03 19:49:39,0.00,0.00,49140,25100,24040,10964,0
0,,2023-06-03 19:49:40,1.00,0.50,49140,23332,25808,12732,0
0,,2023-06-03 19:49:42,1.00,0.49,49140,23462,25678,12602,0
0,,2023-06-03 19:49:43,0.03,0.02,49140,22266,26874,13798,0
0,,2023-06-03 19:49:44,0.00,0.00,49140,25300,23840,10764,0
0,,2023-06-03 19:49:45,1.00,0.50,49140,23500,25640,12564,0
0,,2023-06-03 19:49:46,1.00,0.50,49140,23660,25480,12404,0
0,,2023-06-03 19:49:47,0.05,0.04,49140,22264,26876,13800,0
0,,2023-06-03 19:49:48,0.00,0.00,49140,24702,24438,11362,0
0,,2023-06-03 19:49:49,1.00,0.49,49140,22644,26496,13420,0
0,,2023-06-03 19:49:50,1.00,0.49,49140,22644,26496,13420,0
0,,2023-06-03 19:49:52,0.49,0.03,49140,24198,24942,11866,0
0,,2023-06-03 19:49:53,1.00,0.50,49140,24198,24942,11866,0
0,,2023-06-03 19:49:54,1.00,0.48,49140,24584,24556,11480,0
0,,2023-06-03 19:49:55,0.02,0.00,49140,22804,26336,13260,199
0,,2023-06-03 19:49:56,0.14,0.01,49140,23986,25154,12078,0
0,,2023-06-03 19:49:57,1.00,0.46,49140,22744,26396,13320,0
0,,2023-06-03 19:49:58,1.00,0.50,49140,22744,26396,13320,0
0,,2023-06-03 19:49:59,0.12,0.04,49140,21748,27392,14316,0
0,,2023-06-03 19:50:00,0.00,0.00,49140,20730,28410,15334,0
0,,2023-06-03 19:50:02,1.00,0.50,49140,22404,26736,13660,0
0,,2023-06-03 19:50:03,1.00,0.50,49140,22404,26736,13660,0
0,,2023-06-03 19:50:04,0.06,0.05,49140,21806,27334,14258,0
0,,2023-06-03 19:50:05,0.86,0.35,49140,19370,29770,16694,0
0,,2023-06-03 19:50:06,1.00,0.50,49140,22204,26936,13860,0
0,,2023-06-03 19:50:07,1.00,0.50,49140,22006,27134,14058,0
0,,2023-06-03 19:50:08,0.22,0.06,49140,21208,27932,14856,0
0,,2023-06-03 19:50:10,1.00,0.49,49140,22404,26736,13660,0
0,,2023-06-03 19:50:11,1.00,0.50,49140,22404,26736,13660,0
0,,2023-06-03 19:50:12,1.00,0.50,49140,24502,24638,11562,0
0,,2023-06-03 19:50:13,0.40,0.15,49140,22508,26632,13556,0
0,,2023-06-03 19:50:14,1.00,0.49,49140,23518,25622,12546,0
0,,2023-06-03 19:50:15,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:50:16,0.17,0.04,49140,22920,26220,13144,0
0,,2023-06-03 19:50:17,0.00,0.00,49140,22322,26818,13742,0
0,,2023-06-03 19:50:18,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:50:19,0.99,0.49,49140,23518,25622,12546,0
0,,2023-06-03 19:50:20,0.06,0.05,49140,23120,26020,12944,0
0,,2023-06-03 19:50:22,0.55,0.21,49140,20482,28658,15582,0
0,,2023-06-03 19:50:23,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:50:24,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:50:25,0.43,0.18,49140,22322,26818,13742,0
0,,2023-06-03 19:50:26,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:50:27,1.00,0.50,49140,23518,25622,12546,0
0,,2023-06-03 19:50:28,0.62,0.33,49140,22920,26220,13144,0
0,,2023-06-03 19:50:29,0.11,0.00,49140,22322,26818,13742,0
0,,2023-06-03 19:50:30,1.00,0.50,49140,23060,26080,13004,0
0,,2023-06-03 19:50:32,1.00,0.49,49140,23518,25622,12546,0
0,,2023-06-03 19:50:33,0.05,0.05,49140,22920,26220,13144,0
0,,2023-06-03 19:50:34,0.00,0.00,49140,21524,27616,14540,0
0,,2023-06-03 19:50:35,1.00,0.49,49140,22662,26478,13402,0
0,,2023-06-03 19:50:36,1.00,0.49,49140,22662,26478,13402,0
0,,2023-06-03 19:50:37,1.00,0.50,49140,21070,28070,14994,0
0,,2023-06-03 19:50:38,1.00,0.49,49140,21070,28070,14994,0
0,,2023-06-03 19:50:39,0.74,0.37,49140,20062,29078,16002,0
0,,2023-06-03 19:50:41,0.06,0.00,49140,19064,30076,17000,0
0,,2023-06-03 19:50:42,1.00,0.48,49140,19672,29468,15336,0
0,,2023-06-03 19:50:43,1.00,0.49,49140,19672,29468,15336,0
0,,2023-06-03 19:50:44,1.00,0.49,49140,19672,29468,15336,0
0,,2023-06-03 19:50:45,0.05,0.04,49140,18078,31062,16930,0
0,,2023-06-03 19:50:46,0.06,0.00,49140,17480,31660,17528,0
0,,2023-06-03 19:50:47,1.00,0.49,49140,18616,30524,16392,0
0,,2023-06-03 19:50:49,1.00,0.50,49140,16546,32594,15934,0
0,,2023-06-03 19:50:50,1.00,0.50,49140,17132,32008,15348,0
0,,2023-06-03 19:50:51,0.07,0.00,49140,15138,34002,17342,0
0,,2023-06-03 19:50:52,1.00,0.49,49140,16546,32594,15934,0
0,,2023-06-03 19:50:53,1.00,0.50,49140,16546,32594,15934,0
0,,2023-06-03 19:50:54,0.55,0.24,49140,15550,33590,16930,0
0,,2023-06-03 19:50:55,0.10,0.00,49140,15130,34010,17350,0
0,,2023-06-03 19:50:57,1.00,0.50,49140,16080,33060,16400,0
0,,2023-06-03 19:50:58,1.00,0.50,49140,16338,32802,16142,0
0,,2023-06-03 19:50:59,0.06,0.04,49140,15728,33412,16752,0
0,,2023-06-03 19:51:00,0.53,0.20,49140,12534,36606,19946,0
0,,2023-06-03 19:51:01,1.00,0.50,49140,16338,32802,16142,0
0,,2023-06-03 19:51:03,1.00,0.50,49140,16924,32216,15556,0
0,,2023-06-03 19:51:04,0.10,0.00,49140,15728,33412,16752,0
0,,2023-06-03 19:51:05,1.00,0.49,49140,16088,33052,16392,0
0,,2023-06-03 19:51:06,1.00,0.50,49140,16546,32594,15934,0
0,,2023-06-03 19:51:07,0.23,0.07,49140,16148,32992,16332,0
0,,2023-06-03 19:51:08,0.04,0.00,49140,15728,33412,16752,0
0,,2023-06-03 19:51:09,1.00,0.50,49140,16546,32594,15934,0
0,,2023-06-03 19:51:10,1.00,0.49,49140,16546,32594,15934,0
0,,2023-06-03 19:51:11,0.06,0.05,49140,16534,32606,15946,0
0,,2023-06-03 19:51:13,1.00,0.50,49140,13896,35244,18584,0
0,,2023-06-03 19:51:14,1.00,0.50,49140,16546,32594,15934,0
0,,2023-06-03 19:51:15,1.00,0.49,49140,16546,32594,15934,0
0,,2023-06-03 19:51:16,0.11,0.00,49140,15728,33412,16752,0
0,,2023-06-03 19:51:17,1.00,0.48,49140,16288,32852,16192,0
0,,2023-06-03 19:51:18,1.00,0.50,49140,16546,32594,15934,0
0,,2023-06-03 19:51:19,0.23,0.06,49140,16148,32992,16332,0
0,,2023-06-03 19:51:20,0.04,0.00,49140,15728,33412,16752,0
0,,2023-06-03 19:51:22,1.00,0.50,49140,15690,33450,16790,0
0,,2023-06-03 19:51:23,1.00,0.50,49140,15690,33450,16790,0
0,,2023-06-03 19:51:24,1.00,0.49,49140,14354,34786,18126,0
0,,2023-06-03 19:51:25,1.00,0.50,49140,14354,34786,18126,0
0,,2023-06-03 19:51:26,0.82,0.39,49140,17132,32008,15348,0
0,,2023-06-03 19:51:27,0.06,0.05,49140,16134,33006,16346,0
0,,2023-06-03 19:51:28,0.42,0.19,49140,15536,33604,16944,0
0,,2023-06-03 19:51:29,1.00,0.49,49140,16744,32396,15736,0
0,,2023-06-03 19:51:30,1.00,0.49,49140,16744,32396,15736,0
0,,2023-06-03 19:51:31,0.86,0.45,49140,15736,33404,16744,0
0,,2023-06-03 19:51:33,0.11,0.00,49140,14930,34210,17550,0
0,,2023-06-03 19:51:34,1.00,0.49,49140,16490,32650,15990,0
0,,2023-06-03 19:51:35,1.00,0.49,49140,16488,32652,15992,0
0,,2023-06-03 19:51:36,0.24,0.07,49140,15492,33648,16988,0
0,,2023-06-03 19:51:37,0.14,0.01,49140,14274,34866,18206,0
0,,2023-06-03 19:51:38,1.00,0.50,49140,16338,32802,16142,0
0,,2023-06-03 19:51:39,0.99,0.49,49140,16338,32802,16142,0
0,,2023-06-03 19:51:40,0.11,0.06,49140,15728,33412,16752,0
0,,2023-06-03 19:51:41,0.74,0.30,49140,16346,32794,16134,0
0,,2023-06-03 19:51:42,1.00,0.49,49140,16346,32794,16134,0
0,,2023-06-03 19:51:44,1.00,0.50,49140,16346,32794,16134,0
0,,2023-06-03 19:51:45,0.26,0.07,49140,14930,34210,17550,0
0,,2023-06-03 19:51:46,1.00,0.50,49140,16290,32850,16190,0
0,,2023-06-03 19:51:47,1.00,0.49,49140,16288,32852,16192,0
0,,2023-06-03 19:51:48,0.48,0.21,49140,15678,33462,16802,0
0,,2023-06-03 19:51:49,0.07,0.00,49140,15130,34010,17350,0
0,,2023-06-03 19:51:50,1.00,0.50,49140,16288,32852,16192,0
0,,2023-06-03 19:51:52,1.00,0.50,49140,16288,32852,16192,0
0,,2023-06-03 19:51:53,0.06,0.05,49140,15678,33462,16802,0
0,,2023-06-03 19:51:54,0.04,0.00,49140,13090,36050,19390,0
0,,2023-06-03 19:51:55,1.00,0.49,49140,16138,33002,16342,0
0,,2023-06-03 19:51:56,1.00,0.49,49140,16138,33002,16342,0
0,,2023-06-03 19:51:57,0.20,0.05,49140,15528,33612,16952,0
0,,2023-06-03 19:51:58,1.00,0.49,49140,16676,32464,15804,0
0,,2023-06-03 19:52:00,1.00,0.50,49140,16290,32850,16190,0
0,,2023-06-03 19:52:01,0.57,0.26,49140,16278,32862,16202,0
0,,2023-06-03 19:52:02,0.11,0.00,49140,15728,33412,16752,0
0,,2023-06-03 19:52:03,1.00,0.50,49140,16288,32852,16192,0
0,,2023-06-03 19:52:04,1.00,0.50,49140,16288,32852,16192,0
0,,2023-06-03 19:52:05,0.07,0.05,49140,16276,32864,16204,0
0,,2023-06-03 19:52:06,0.61,0.24,49140,12874,36266,19606,0
0,,2023-06-03 19:52:07,1.00,0.50,49140,15540,33600,16940,0
0,,2023-06-03 19:52:09,1.00,0.49,49140,15540,33600,16940,0
0,,2023-06-03 19:52:10,1.00,0.50,49140,12276,36864,20204,0
0,,2023-06-03 19:52:11,1.00,0.50,49140,12276,36864,20204,0
0,,2023-06-03 19:52:12,1.00,0.49,49140,12276,36864,20204,0
0,,2023-06-03 19:52:13,1.00,0.50,49140,13318,35822,19162,0
0,,2023-06-03 19:52:14,0.09,0.08,49140,10150,38990,22330,0
0,,2023-06-03 19:52:16,0.11,0.00,49140,6552,42588,23386,0
0,,2023-06-03 19:52:17,0.00,0.00,49140,6552,42588,23386,0
0,,2023-06-03 19:52:18,1.00,0.43,49140,12570,36570,17368,0
0,,2023-06-03 19:52:19,1.00,0.49,49140,12570,36570,17368,0
0,,2023-06-03 19:52:20,1.00,0.50,49140,12570,36570,17368,0
0,,2023-06-03 19:52:21,0.71,0.36,49140,13308,35832,16630,0
0,,2023-06-03 19:52:22,0.21,0.16,49140,12252,36888,17686,0
0,,2023-06-03 19:52:23,0.07,0.00,49140,10844,38296,19094,0
0,,2023-06-03 19:52:25,1.00,0.49,49140,9498,39642,20440,0
0,,2023-06-03 19:52:26,1.00,0.49,49140,9240,39900,20698,0
0,,2023-06-03 19:52:27,1.00,0.50,49140,9498,39642,20440,0
0,,2023-06-03 19:52:28,1.00,0.50,49140,8380,40760,21558,0
0,,2023-06-03 19:52:29,0.22,0.17,49140,5552,43588,24386,0
0,,2023-06-03 19:52:30,0.00,0.00,49140,5916,43224,24022,0
0,,2023-06-03 19:52:31,1.00,0.49,49140,9498,39642,20440,0
0,,2023-06-03 19:52:32,1.00,0.49,49140,9626,39514,20312,0
0,,2023-06-03 19:52:34,1.00,0.49,49140,9496,39644,20442,0
0,,2023-06-03 19:52:35,0.44,0.20,49140,8380,40760,21558,0
0,,2023-06-03 19:52:36,0.56,0.40,49140,6620,42520,23318,0
0,,2023-06-03 19:52:37,0.00,0.00,49140,5916,43224,24022,0
0,,2023-06-03 19:52:38,1.00,0.49,49140,9498,39642,20440,0
0,,2023-06-03 19:52:39,1.00,0.50,49140,9498,39642,20440,0
0,,2023-06-03 19:52:40,1.00,0.50,49140,9496,39644,20442,0
0,,2023-06-03 19:52:41,0.78,0.41,49140,11196,37944,18742,0
0,,2023-06-03 19:52:42,0.05,0.00,49140,6972,42168,22966,0
0,,2023-06-03 19:52:43,0.06,0.00,49140,5916,43224,24022,0
0,,2023-06-03 19:52:45,1.00,0.49,49140,9498,39642,20440,0
0,,2023-06-03 19:52:46,1.00,0.49,49140,9498,39642,20440,0
0,,2023-06-03 19:52:47,1.00,0.50,49140,11866,37274,18072,0
0,,2023-06-03 19:52:48,1.00,0.50,49140,11548,37592,18390,0
0,,2023-06-03 19:52:49,0.02,0.00,49140,9436,39704,20502,0
0,,2023-06-03 19:52:50,0.33,0.03,49140,11548,37592,18390,0
0,,2023-06-03 19:52:51,1.00,0.47,49140,10588,38552,19736,0
0,,2023-06-03 19:52:52,1.00,0.49,49140,10200,38940,19738,0
0,,2023-06-03 19:52:54,1.00,0.49,49140,10202,38938,19736,0
0,,2023-06-03 19:52:55,0.81,0.41,49140,9084,40056,20854,0
0,,2023-06-03 19:52:56,0.47,0.36,49140,7324,41816,22614,0
0,,2023-06-03 19:52:57,0.00,0.00,49140,6620,42520,23318,0
0,,2023-06-03 19:52:58,1.00,0.50,49140,10106,39034,19832,0
